Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_149.scaffolds_10_121	-	CE1(453-678)	-	-	1
demux_S_149.scaffolds_10_133	-	GT2(9-154)	-	GT2	2
demux_S_149.scaffolds_10_14	-	GT2(6-135)	-	GT2	2
demux_S_149.scaffolds_10_141	-	GT8(3-245)	-	GT8	2
demux_S_149.scaffolds_10_144	-	GT27(7-240)	-	GT2	2
demux_S_149.scaffolds_10_145	-	GT4(195-333)	-	GT4	2
demux_S_149.scaffolds_10_16	-	GT4(191-341)	-	GT4	2
demux_S_149.scaffolds_10_17	-	GT4(166-298)	-	GT4	2
demux_S_149.scaffolds_10_175	-	GT2(9-194)	-	GT2	2
demux_S_149.scaffolds_10_188	-	GH20(116-375)	-	GH20	2
demux_S_149.scaffolds_10_19	-	PL12_3(282-403)	-	PL0	2
demux_S_149.scaffolds_10_192	-	GH2(9-690)	-	GH2	2
demux_S_149.scaffolds_10_34	3.2.1.55	GH51(21-510)	3.2.1.-	GH51	3
demux_S_149.scaffolds_10_57	-	GT2(5-169)	-	GT2	2
demux_S_149.scaffolds_10_82	3.2.1.23	GH35(37-359)	3.2.1.-	GH35	3
demux_S_149.scaffolds_10_87	-	GH73(11-143)	-	GH73	2
demux_S_149.scaffolds_11_108	-	GH2(50-489)	-	GH2	2
demux_S_149.scaffolds_11_160	2.4.1.129	GT51(57-222)	2.4.1.-	GT51	3
demux_S_149.scaffolds_11_167	-	GH97(15-661)	-	GH97	2
demux_S_149.scaffolds_11_2	3.2.1.21	GH3(57-277)	3.2.1.-	GH3	3
demux_S_149.scaffolds_11_70	-	GT2(7-124)	-	GT2	2
demux_S_149.scaffolds_11_73	-	GT4(235-362)	-	GT4	2
demux_S_149.scaffolds_11_79	3.2.1.22	GH36(27-709)	3.2.1.-	GH36	3
demux_S_149.scaffolds_12_139	-	GH105(33-374)	-	GH105	2
demux_S_149.scaffolds_12_141	-	CE8(10-329)+CE19(454-698)	-	CE8	2
demux_S_149.scaffolds_12_143	-	GH28(105-477)	-	GH28	2
demux_S_149.scaffolds_12_53	3.2.1.122	GH4(8-184)	3.2.1.-	GH4	3
demux_S_149.scaffolds_13_2	-	CBM67(42-214)+GH78(278-784)	-	CBM67+GH78	2
demux_S_149.scaffolds_13_23	-	GT51(38-218)	-	GT51	2
demux_S_149.scaffolds_13_40	-	CE14(6-118)	-	-	1
demux_S_149.scaffolds_13_53	-	GT4(202-351)	-	GT4	2
