Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_245.scaffolds_12_47	3.2.1.52	GH3(68-284)	3.2.1.-	GH3	3
demux_S_245.scaffolds_16_2	-	GT51(135-285)	-	GT51	2
demux_S_245.scaffolds_16_34	-	GT4(261-378)	-	-	1
demux_S_245.scaffolds_16_38	-	GT4(303-441)	-	-	1
demux_S_245.scaffolds_18_36	2.4.1.129|3.4.16.4	GT51(72-247)	2.4.1.-+3.4.16.-	GT51	3
demux_S_245.scaffolds_18_60	-	GH102(136-291)	-	GH102	2
demux_S_245.scaffolds_1_190	2.4.1.12	GT2(284-455)	2.4.1.-	GT2	3
demux_S_245.scaffolds_1_194	3.2.1.4	GH8(27-345)	3.2.1.-	GH8	3
demux_S_245.scaffolds_1_330	-	GT19(14-373)	-	GT19	2
demux_S_245.scaffolds_1_568	-	GT4(213-368)	-	GT4	2
demux_S_245.scaffolds_21_9	-	GT2(67-194)	-	GT2	2
demux_S_245.scaffolds_23_1	-	CE11(4-275)	-	CE11	2
demux_S_245.scaffolds_23_7	2.4.1.227	GT28(198-356)	2.4.1.-	GT28	3
demux_S_245.scaffolds_26_3	-	GH103(191-453)	-	GH103	2
demux_S_245.scaffolds_3_44	-	GT4(214-366)	-	-	1
demux_S_245.scaffolds_3_48	-	GT25(4-184)	-	-	1
demux_S_245.scaffolds_3_60	-	GT9(70-326)	-	GT9	2
demux_S_245.scaffolds_3_64	-	GT9(76-294)	-	GT9	2
demux_S_245.scaffolds_3_65	-	GT2(4-118)	-	-	1
demux_S_245.scaffolds_3_68	-	GT2(7-128)	-	GT2	2
demux_S_245.scaffolds_3_70	-	GH23(114-245)	-	CBM50+GH23	2
demux_S_245.scaffolds_3_79	-	GT2(35-163)	-	-	1
demux_S_245.scaffolds_7_123	-	GH23(646-774)	-	GH23	2
demux_S_245.scaffolds_7_24	-	GT30(37-216)	-	GT30	2
demux_S_245.scaffolds_7_25	-	GT9(78-283)	-	GT9	2
demux_S_245.scaffolds_8_78	-	GT104(5-367)	-	GT104	2
demux_S_245.scaffolds_1_23	2.5.1.47|4.4.1.9|4.4.1.1	-	4.4.1.-	-	1
demux_S_245.scaffolds_1_24	7.3.2.3|7.3.2.6|7.3.2.5|7.3.2.2	-	7.3.2.-	-	1
demux_S_245.scaffolds_1_28	3.5.1.1	-	3.5.1.-	-	1
demux_S_245.scaffolds_1_32	1.3.5.4	-	1.3.5.-	-	1
demux_S_245.scaffolds_1_54	4.2.99.18|3.2.2.23	-	3.2.2.-+4.2.99.-	-	1
demux_S_245.scaffolds_1_63	2.1.1.10	-	2.1.1.-	-	1
demux_S_245.scaffolds_1_73	6.2.1.13	-	6.2.1.-	-	1
demux_S_245.scaffolds_1_75	2.6.1.1|2.6.1.57	-	2.6.1.-	-	1
demux_S_245.scaffolds_1_86	4.2.1.32	-	4.2.1.-	-	1
demux_S_245.scaffolds_1_100	3.5.2.3|2.1.3.2|6.3.5.5	-	6.3.5.-+3.5.2.-	-	1
demux_S_245.scaffolds_1_101	6.3.5.5	-	6.3.5.-	-	1
demux_S_245.scaffolds_1_122	1.2.1.3|1.2.1.26|1.2.1.83	-	1.2.1.-	-	1
demux_S_245.scaffolds_1_127	1.2.1.38	-	1.2.1.-	-	1
demux_S_245.scaffolds_1_138	2.4.2.17	-	2.4.2.-	-	1
demux_S_245.scaffolds_1_139	3.5.4.19|3.6.1.31|1.1.1.23	-	1.1.1.-+3.5.4.-+3.6.1.-	-	1
demux_S_245.scaffolds_1_140	2.6.1.9|1.1.1.23	-	2.6.1.-	-	1
demux_S_245.scaffolds_1_141	3.1.3.15|4.2.1.19	-	4.2.1.-+3.1.3.-	-	1
demux_S_245.scaffolds_1_142	3.5.1.2|4.3.2.10	-	3.5.1.-+4.3.2.-	-	1
demux_S_245.scaffolds_1_143	5.3.1.16	-	5.3.1.-	-	1
demux_S_245.scaffolds_1_144	4.3.2.10	-	4.3.2.-	-	1
demux_S_245.scaffolds_1_145	3.5.4.19|3.6.1.31	-	3.6.1.-+3.5.4.-	-	1
demux_S_245.scaffolds_1_146	2.6.1.2|2.6.1.1	-	2.6.1.-	-	1
demux_S_245.scaffolds_1_152	4.4.1.13	-	4.4.1.-	-	1
demux_S_245.scaffolds_1_172	7.2.2.8|7.2.2.9|7.2.2.12|3.6.3.3|7.2.2.15	-	7.2.2.-	-	1
demux_S_245.scaffolds_1_175	1.3.99.33	-	1.3.99.-	-	1
demux_S_245.scaffolds_1_232	1.1.1.2|1.1.1.372|1.1.1.346	-	1.1.1.-	-	1
demux_S_245.scaffolds_1_249	2.7.9.2	-	2.7.9.-	-	1
