Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_199.scaffolds_10_103	-	GH95(27-759)	-	GH95	2
demux_S_199.scaffolds_10_104	-	GH105(49-396)	-	GH105	2
demux_S_199.scaffolds_10_105	-	GH140(36-462)	-	GH140	2
demux_S_199.scaffolds_10_106	-	CBM67(144-329)+GH78(357-887)+GH33(920-1275)	-	GH33+GH78	2
demux_S_199.scaffolds_10_110	-	CE19(118-449)	-	CE19	2
demux_S_199.scaffolds_10_111	-	GH28(53-421)	-	GH28+3.2.1.67	2
demux_S_199.scaffolds_10_112	-	CBM67(200-355)+GH78(395-933)	-	GH78	2
demux_S_199.scaffolds_10_113	-	GH143(21-570)+GH142(634-1101)	-	GH142+GH143	2
demux_S_199.scaffolds_10_114	-	GH43_18(66-292)	-	GH43_18	2
demux_S_199.scaffolds_10_116	-	PL1_2(135-328)	-	PL1_2	2
demux_S_199.scaffolds_10_124	-	GH92(260-746)	-	GH92	2
demux_S_199.scaffolds_10_125	2.4.1.320|2.4.1.319	GH130(19-317)	2.4.1.-	GH130	3
demux_S_199.scaffolds_10_127	-	GH163(197-451)	-	GH163	2
demux_S_199.scaffolds_10_144	-	GH20(154-507)	-	GH20	2
demux_S_199.scaffolds_10_70	-	PL29(103-329)	-	-	1
demux_S_199.scaffolds_10_71	-	PL1_2(134-324)	-	PL1_2	2
demux_S_199.scaffolds_10_74	-	GH2(43-642)	-	GH2	2
demux_S_199.scaffolds_10_75	-	GH139(2-802)	-	GH139+3.2.1.-	2
demux_S_199.scaffolds_10_77	-	GH106(362-724)	-	GH106+3.2.1.40	2
demux_S_199.scaffolds_10_83	-	GH2(40-830)	-	GH2	2
demux_S_199.scaffolds_10_84	3.2.1.23	GH2(52-976)	3.2.1.-	GH2	3
demux_S_199.scaffolds_10_89	-	GH137(21-369)+GH2(372-815)+CBM57(1081-1242)	-	CBM57+GH137+GH2	2
demux_S_199.scaffolds_10_90	-	GH138(1-899)	-	GH138	2
demux_S_199.scaffolds_10_95	-	GH78(186-680)	-	GH78	2
demux_S_199.scaffolds_10_96	-	GH141(21-581)	-	GH141	2
demux_S_199.scaffolds_10_97	-	GH127(44-607)	-	GH127	2
demux_S_199.scaffolds_11_1	-	CE9(5-378)	-	CE9	2
demux_S_199.scaffolds_11_100	-	GH13_38(33-400)	-	GH13_38	2
demux_S_199.scaffolds_11_2	-	CE9(5-378)	-	CE9	2
demux_S_199.scaffolds_11_68	-	GT51(56-244)	-	GT51	2
demux_S_199.scaffolds_11_82	-	GH2(27-596)	-	GH2	2
demux_S_199.scaffolds_11_9	-	GH97(13-666)	-	GH97	2
demux_S_199.scaffolds_11_98	2.4.1.18	GH13_8(220-511)	2.4.1.-	GH13_8	3
demux_S_199.scaffolds_12_12	-	GH2(50-700)	-	GH2	2
demux_S_199.scaffolds_12_13	-	GH92(212-733)	-	GH92	2
demux_S_199.scaffolds_12_20	-	GH2(227-1021)	-	GH2	2
demux_S_199.scaffolds_12_21	-	GH95(321-984)	-	GH95	2
demux_S_199.scaffolds_12_22	-	GH3(64-305)	-	GH3	2
demux_S_199.scaffolds_12_24	3.2.1.21	GH3(206-426)	3.2.1.-	GH3	3
demux_S_199.scaffolds_12_25	-	GH43_2(90-358)+GH43_2(423-689)	-	GH43_2	2
demux_S_199.scaffolds_12_3	3.2.1.80	GH32(150-439)	3.2.1.-	GH32	3
demux_S_199.scaffolds_12_4	-	GH32(53-350)	-	GH32	2
demux_S_199.scaffolds_12_9	-	GH32(139-439)	-	GH32	2
demux_S_199.scaffolds_12_90	-	GH29(24-355)	-	GH29	2
demux_S_199.scaffolds_13_1	-	GH20(155-514)	-	GH20	2
demux_S_199.scaffolds_13_102	-	GH24(8-135)	-	-	1
demux_S_199.scaffolds_13_135	-	GH23(97-233)	-	GH23	2
demux_S_199.scaffolds_13_19	-	PL33_1(430-576)	-	PL33_1	2
demux_S_199.scaffolds_13_2	3.2.1.169|3.2.1.35	GH84(151-443)	3.2.1.-	GH84	3
demux_S_199.scaffolds_13_48	-	GH109(38-189)	-	-	1
demux_S_199.scaffolds_14_72	-	GH92(246-736)	-	GH92	2
demux_S_199.scaffolds_14_73	-	GH38(31-285)+CBM32(1078-1196)	-	GH38	2
demux_S_199.scaffolds_14_75	-	GT32(20-101)	-	GT32	2
demux_S_199.scaffolds_14_76	-	GT32(29-103)	-	GT32	2
demux_S_199.scaffolds_14_80	-	GH130(63-372)	-	GH130+3.2.1.197	2
demux_S_199.scaffolds_14_81	-	GH125(70-466)	-	GH125	2
demux_S_199.scaffolds_14_82	-	GH76(68-366)	-	GH76	2
demux_S_199.scaffolds_14_84	-	GH92(237-742)	-	GH92	2
demux_S_199.scaffolds_14_91	-	GH76(157-487)	-	GH76	2
demux_S_199.scaffolds_14_98	-	GH29(26-358)	-	GH29	2
demux_S_199.scaffolds_15_101	-	GH20(158-517)	-	GH20	2
demux_S_199.scaffolds_15_102	-	GH2(64-908)	-	GH2	2
demux_S_199.scaffolds_15_103	3.2.1.51	GH29(52-373)+CBM32(499-599)	3.2.1.-	GH29	3
demux_S_199.scaffolds_15_107	-	GH20(143-477)	-	GH20	2
demux_S_199.scaffolds_15_2	-	GT2(4-163)	-	GT2	2
demux_S_199.scaffolds_15_4	-	GT2(3-109)	-	GT2	2
demux_S_199.scaffolds_15_50	3.2.1.41|3.2.1.142	GH13_14(202-526)	3.2.1.-	GH13_14	3
demux_S_199.scaffolds_15_83	-	GT4(192-339)	-	GT4	2
demux_S_199.scaffolds_15_96	-	GH18(297-533)	-	GH18	2
demux_S_199.scaffolds_16_118	-	GH2(26-770)	-	GH2	2
demux_S_199.scaffolds_16_119	-	GH20(151-498)	-	GH20	2
demux_S_199.scaffolds_16_120	-	GH20(154-509)	-	GH20	2
demux_S_199.scaffolds_16_121	-	GH2(24-778)	-	GH2	2
demux_S_199.scaffolds_16_123	-	GH20(140-412)	-	GH20	2
demux_S_199.scaffolds_16_124	-	GH33(193-532)	-	GH33	2
demux_S_199.scaffolds_16_46	2.4.1.129	GT51(60-223)	2.4.1.-	GT51	3
demux_S_199.scaffolds_17_108	-	GH97(15-704)	-	GH97	2
demux_S_199.scaffolds_17_21	-	GH95(111-690)	-	GH95	2
demux_S_199.scaffolds_17_22	-	PL12_2(423-557)	-	PL12_2	2
demux_S_199.scaffolds_17_26	-	PL8_2(614-818)	-	PL8_2	2
demux_S_199.scaffolds_17_27	-	GH95(21-798)	-	GH95	2
