Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_1.scaffolds_1_9	-	GH109(4-156)	-	-	1
demux_S_1.scaffolds_5_2	-	GH32(6-283)	-	GH32	2
demux_S_1.scaffolds_5_4	-	GH32(37-351)	-	GH32	2
demux_S_1.scaffolds_1_26	2.7.1.31|2.7.1.165	-	2.7.1.-	-	1
demux_S_1.scaffolds_2_4	7.3.2.1|7.3.2.6	-	7.3.2.-	-	1
demux_S_1.scaffolds_2_17	6.1.1.21	-	6.1.1.-	-	1
demux_S_1.scaffolds_3_2	6.3.4.2	-	6.3.4.-	-	1
demux_S_1.scaffolds_3_6	2.1.3.3	-	2.1.3.-	-	1
demux_S_1.scaffolds_3_7	3.5.3.6	-	3.5.3.-	-	1
demux_S_1.scaffolds_4_2	4.2.1.136	-	4.2.1.-	-	1
demux_S_1.scaffolds_4_3	5.1.1.1	-	5.1.1.-	-	1
