Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_153.scaffolds_10_17	-	CE1(83-308)	-	-	1
demux_S_153.scaffolds_10_46	-	GH97(15-657)	-	GH97	2
demux_S_153.scaffolds_10_51	-	GH109(27-177)	-	-	1
demux_S_153.scaffolds_10_61	-	GT35(272-734)	-	GT35	2
demux_S_153.scaffolds_10_89	-	GH109(55-459)	-	GH109	2
demux_S_153.scaffolds_11_29	2.4.1.129|3.4.16.4	GT51(79-258)	2.4.1.-+3.4.16.-	GT51	3
demux_S_153.scaffolds_12_66	-	CBM67(179-314)+GH78(349-866)	-	GH78	2
demux_S_153.scaffolds_12_83	-	AA1(70-456)	-	-	1
demux_S_153.scaffolds_13_90	-	GT83(7-225)	-	-	1
demux_S_153.scaffolds_13_91	-	GT2(10-170)	-	GT2	2
demux_S_153.scaffolds_13_99	-	GH3(34-252)	-	GH3	2
demux_S_153.scaffolds_14_27	-	GH109(4-152)	-	-	1
demux_S_153.scaffolds_14_28	1.1.1.18|1.1.1.369	GH109(3-197)	1.1.1.-	-	2
demux_S_153.scaffolds_14_7	-	GT2(7-172)	-	GT2	2
demux_S_153.scaffolds_16_18	1.1.2.4	AA4(9-284)	1.1.2.-	-	2
demux_S_153.scaffolds_18_20	3.2.1.85|3.2.1.21	GH1(9-470)	3.2.1.-	GH1	3
demux_S_153.scaffolds_18_32	-	CE9(19-378)	-	CE9	2
demux_S_153.scaffolds_18_33	3.2.1.23	GH35(10-327)	3.2.1.-	GH35	3
demux_S_153.scaffolds_18_38	-	GT4(318-474)	-	GT4	2
demux_S_153.scaffolds_18_39	-	GT4(331-488)	-	GT4	2
demux_S_153.scaffolds_1_102	2.4.1.18	CBM48(24-99)+GH13_9(174-473)	2.4.1.-	CBM48+GH13_9	3
demux_S_153.scaffolds_1_117	-	GT4(183-327)	-	GT4	2
demux_S_153.scaffolds_1_144	-	GH170(3-361)	-	GH170	2
demux_S_153.scaffolds_1_147	-	GH36(12-703)	-	GH36	2
demux_S_153.scaffolds_1_169	3.2.1.20|3.2.1.10	GH13_31(32-382)	3.2.1.-	GH13_31	3
demux_S_153.scaffolds_1_171	-	GH32(40-337)	-	GH32	2
demux_S_153.scaffolds_1_194	-	GT2(48-280)	-	GT2	2
demux_S_153.scaffolds_1_197	-	GH126(58-368)	-	GH126	2
demux_S_153.scaffolds_1_204	-	CE1(85-324)	-	-	1
demux_S_153.scaffolds_1_248	3.2.1.86	GH1(5-478)	3.2.1.-	GH1	3
demux_S_153.scaffolds_1_61	-	CE4(113-229)	-	CE4	2
demux_S_153.scaffolds_1_68	-	GT2(6-115)	-	GT2	2
demux_S_153.scaffolds_1_70	-	GH25(126-303)	-	GH25	2
demux_S_153.scaffolds_1_73	-	GT2(8-150)	-	GT2	2
demux_S_153.scaffolds_1_77	-	GT32(22-96)	-	GT32	2
demux_S_153.scaffolds_1_78	-	GT2(8-145)	-	GT2	2
demux_S_153.scaffolds_1_96	-	GH13_39(182-490)	-	GH13_39	2
demux_S_153.scaffolds_1_97	2.4.1.1	GT35(93-791)	2.4.1.-	GT35	3
demux_S_153.scaffolds_1_98	2.4.1.21	GT5(3-475)	2.4.1.-	GT5	3
demux_S_153.scaffolds_21_10	-	GH30_9(39-482)	-	GH30_9	2
demux_S_153.scaffolds_21_16	-	GH59(65-788)	-	GH59	2
demux_S_153.scaffolds_21_17	3.2.1.31	GH2(11-591)	3.2.1.-	GH2	3
demux_S_153.scaffolds_21_6	-	GH59(17-710)	-	GH59	2
demux_S_153.scaffolds_23_36	-	GT4(334-488)	-	GT4	2
demux_S_153.scaffolds_23_37	-	GT4(320-470)	-	GT4	2
demux_S_153.scaffolds_24_54	-	GH25(36-215)	-	CBM50+GH25	2
demux_S_153.scaffolds_25_11	-	GT4(313-469)	-	GT4	2
demux_S_153.scaffolds_25_12	-	GT4(330-482)	-	GT4	2
demux_S_153.scaffolds_27_1	-	GT8(4-262)	-	GT8	2
demux_S_153.scaffolds_27_10	-	GT2(7-156)	-	GT2	2
demux_S_153.scaffolds_27_16	-	GH73(68-206)	-	GH73	2
demux_S_153.scaffolds_27_2	-	GT8(4-263)	-	GT8	2
demux_S_153.scaffolds_27_3	-	GT113(9-327)	-	GT113	2
demux_S_153.scaffolds_27_5	3.2.1.86	GH1(5-482)	3.2.1.-	GH1	3
demux_S_153.scaffolds_28_24	3.2.1.122	GH4(9-185)	3.2.1.-	GH4	3
demux_S_153.scaffolds_29_6	-	GT51(124-301)	-	GT51	2
demux_S_153.scaffolds_2_181	2.4.1.129|3.4.16.4	GT51(67-242)	2.4.1.-	GT51	3
demux_S_153.scaffolds_2_254	-	CE9(7-373)	-	CE9	2
demux_S_153.scaffolds_2_265	-	GH29(9-376)	-	GH29	2
demux_S_153.scaffolds_30_6	-	GT4(159-305)	-	GT4	2
demux_S_153.scaffolds_30_7	-	GT4(202-324)	-	GT4	2
demux_S_153.scaffolds_32_12	-	GH24(42-167)	-	GH24	2
demux_S_153.scaffolds_3_100	3.2.1.133|3.2.1.135|3.2.1.54	CBM34(7-132)+GH13_20(182-485)	3.2.1.-	CBM34+GH13_20	3
demux_S_153.scaffolds_3_101	2.4.1.8|2.4.1.64	GH65(320-690)	2.4.1.-	GH65	3
demux_S_153.scaffolds_3_152	-	GT8(3-248)	-	GT8	2
demux_S_153.scaffolds_3_153	-	GT8(6-249)	-	GT8	2
demux_S_153.scaffolds_3_155	3.2.1.22	GH36(10-714)	3.2.1.-	GH36	3
demux_S_153.scaffolds_3_206	-	GH25(59-217)	-	GH25	2
demux_S_153.scaffolds_3_223	-	GT2(9-137)	-	GT2	2
demux_S_153.scaffolds_4_1	-	GH36(87-616)	-	GH36	2
demux_S_153.scaffolds_4_11	3.2.1.180|3.2.1.179	GH88(58-384)	3.2.1.-	GH88	3
demux_S_153.scaffolds_4_17	-	PL12_1(336-473)	-	PL12_1	2
demux_S_153.scaffolds_4_19	-	GH136(37-611)	-	GH136	2
demux_S_153.scaffolds_4_2	-	PL8(441-697)	-	PL8	2
demux_S_153.scaffolds_4_20	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(28-378)	3.2.1.-	GH13_31	3
demux_S_153.scaffolds_5_102	2.4.1.227	GT28(188-347)	2.4.1.-	GT28	3
demux_S_153.scaffolds_6_109	-	GH4(5-179)	-	GH4	2
demux_S_153.scaffolds_6_127	-	GH25(7-176)	-	GH25	2
demux_S_153.scaffolds_6_138	-	GH31(162-586)	-	GH31	2
demux_S_153.scaffolds_6_140	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(29-378)	3.2.1.-	GH13_31	3
demux_S_153.scaffolds_6_73	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(27-379)	3.2.1.-	GH13_31	3
demux_S_153.scaffolds_6_88	3.2.1.122	GH4(8-184)	3.2.1.-	GH4	3
demux_S_153.scaffolds_6_97	3.2.1.86	GH1(2-481)	3.2.1.-	GH1	3
demux_S_153.scaffolds_7_34	3.2.1.85|3.2.1.21	GH1(1-469)	3.2.1.-	GH1	3
demux_S_153.scaffolds_7_37	-	GT2(7-111)	-	GT2	2
demux_S_153.scaffolds_7_73	-	GH13_29(24-370)	-	GH13_29	2
demux_S_153.scaffolds_8_129	-	GT4(188-333)	-	GT4	2
demux_S_153.scaffolds_8_19	-	GH29(3-334)	-	GH29	2
demux_S_153.scaffolds_8_24	-	GH31(475-710)+CBM32(1003-1125)	-	CBM32+GH31	2
demux_S_153.scaffolds_8_66	-	GH43_24(26-259)	-	GH43_24	2
demux_S_153.scaffolds_8_68	-	GH115(10-589)	-	GH115	2
demux_S_153.scaffolds_8_82	-	GH170(3-361)	-	GH170	2
demux_S_153.scaffolds_9_103	-	GH1(2-455)	-	GH1	2
demux_S_153.scaffolds_9_105	-	GH38(15-265)	-	GH38	2
demux_S_153.scaffolds_9_28	3.2.1.86	GH1(2-474)	3.2.1.-	GH1	3
demux_S_153.scaffolds_9_62	-	GH170(1-345)	-	GH170	2
demux_S_153.scaffolds_1_2	7.2.2.7|7.2.2.16	-	7.2.2.-	-	1
demux_S_153.scaffolds_1_41	6.3.5.2	-	6.3.5.-	-	1
demux_S_153.scaffolds_1_42	2.7.1.33|2.7.1.24	-	2.7.1.-	-	1
demux_S_153.scaffolds_1_47	3.6.4.12	-	3.6.4.-	-	1
demux_S_153.scaffolds_1_53	4.99.1.1	-	4.99.1.-	-	1
demux_S_153.scaffolds_1_74	5.1.3.14	-	5.1.3.-	GT0	2
demux_S_153.scaffolds_1_79	5.1.3.2	-	5.1.3.-	-	1
demux_S_153.scaffolds_1_84	7.3.2.2|7.3.2.5|7.3.2.1	-	7.3.2.-	-	1
demux_S_153.scaffolds_1_92	6.1.1.1	-	6.1.1.-	-	1
demux_S_153.scaffolds_1_101	2.7.7.27	-	2.7.7.-	GH13_9	2
demux_S_153.scaffolds_1_103	2.6.1.42	-	2.6.1.-	-	1
demux_S_153.scaffolds_1_106	3.1.3.11	-	3.1.3.-	-	1
demux_S_153.scaffolds_1_108	3.6.1.3	-	3.6.1.-	GT4	2
demux_S_153.scaffolds_1_113	4.2.1.46	-	4.2.1.-	-	1
demux_S_153.scaffolds_1_115	2.7.7.24	-	2.7.7.-	GT2	2
demux_S_153.scaffolds_1_124	2.7.10.2	-	2.7.10.-	-	1
demux_S_153.scaffolds_1_164	2.1.1.72	-	2.1.1.-	-	1
demux_S_153.scaffolds_1_165	3.1.21.3	-	3.1.21.-	-	1
demux_S_153.scaffolds_1_175	2.1.3.15	-	2.1.3.-	-	1
demux_S_153.scaffolds_1_176	2.1.3.15	-	2.1.3.-	-	1
demux_S_153.scaffolds_1_177	3.5.1.54|6.3.4.6	-	6.3.4.-+3.5.1.-	-	1
demux_S_153.scaffolds_1_178	3.5.1.108|4.2.1.59	-	3.5.1.-	-	1
demux_S_153.scaffolds_1_180	2.3.1.41	-	2.3.1.-	-	1
demux_S_153.scaffolds_1_181	1.1.1.100|1.1.1.36|1.1.1.216|1.1.1.175	-	1.1.1.-	-	1
demux_S_153.scaffolds_1_199	1.6.99.3	-	1.6.99.-	-	1
demux_S_153.scaffolds_1_208	5.4.2.11|5.4.2.4	-	5.4.2.-	-	1
demux_S_153.scaffolds_1_218	7.6.2.9	-	7.6.2.-	-	1
demux_S_153.scaffolds_1_236	6.3.5.4	-	6.3.5.-	-	1
demux_S_153.scaffolds_1_241	2.7.2.1|2.7.2.15	-	2.7.2.-	-	1
demux_S_153.scaffolds_1_260	2.4.2.4|2.4.2.2	-	2.4.2.-	-	1
demux_S_153.scaffolds_1_261	3.5.4.4	-	3.5.4.-	-	1
demux_S_153.scaffolds_2_6	2.4.2.7	-	2.4.2.-	-	1
demux_S_153.scaffolds_2_11	3.6.5.N1	-	3.6.5.-	GH28	2
demux_S_153.scaffolds_2_13	3.6.4.10	-	3.6.4.-	-	1
demux_S_153.scaffolds_2_26	2.7.7.7	-	2.7.7.-	-	1
demux_S_153.scaffolds_2_27	6.1.1.15	-	6.1.1.-	CBM50+GH25	2
demux_S_153.scaffolds_2_29	2.7.7.41	-	2.7.7.-	-	1
demux_S_153.scaffolds_2_30	2.5.1.31|2.5.1.32	-	2.5.1.-	-	1
demux_S_153.scaffolds_2_32	2.7.4.22	-	2.7.4.-	-	1
demux_S_153.scaffolds_2_40	7.6.2.2	-	7.6.2.-	-	1
demux_S_153.scaffolds_2_46	2.1.1.228	-	2.1.1.-	-	1
demux_S_153.scaffolds_2_56	3.1.26.3	-	3.1.26.-	-	1
demux_S_153.scaffolds_2_60	7.3.2.2	-	7.3.2.-	-	1
demux_S_153.scaffolds_2_63	2.3.1.274	-	2.3.1.-	-	1
demux_S_153.scaffolds_2_64	3.6.4.12	-	3.6.4.-	-	1
demux_S_153.scaffolds_2_69	5.1.3.1	-	5.1.3.-	-	1
demux_S_153.scaffolds_2_71	2.7.11.1	-	2.7.11.-	-	1
demux_S_153.scaffolds_2_72	3.1.3.16	-	3.1.3.-	-	1
demux_S_153.scaffolds_2_74	2.1.2.9	-	2.1.2.-	-	1
demux_S_153.scaffolds_2_77	2.7.7.6	-	2.7.7.-	-	1
demux_S_153.scaffolds_2_78	2.7.4.8	-	2.7.4.-	-	1
demux_S_153.scaffolds_2_84	2.5.1.10	-	2.5.1.-	-	1
demux_S_153.scaffolds_2_86	3.1.11.6	-	3.1.11.-	GH3	2
demux_S_153.scaffolds_2_87	1.5.1.5|3.5.4.9	-	3.5.4.-+1.5.1.-	-	1
demux_S_153.scaffolds_2_99	3.4.14.11	-	3.4.14.-	-	1
demux_S_153.scaffolds_2_100	6.3.1.2|6.3.1.6|6.3.4.12	-	6.3.1.-	-	1
demux_S_153.scaffolds_2_102	4.1.1.17	-	4.1.1.-	-	1
demux_S_153.scaffolds_2_107	2.7.1.2	-	2.7.1.-	-	1
demux_S_153.scaffolds_2_114	2.7.13.3	-	2.7.13.-	-	1
demux_S_153.scaffolds_2_117	2.7.1.48	-	2.7.1.-	-	1
demux_S_153.scaffolds_2_119	6.1.1.20	-	6.1.1.-	-	1
demux_S_153.scaffolds_2_120	6.1.1.20	-	6.1.1.-	-	1
demux_S_153.scaffolds_2_124	3.6.1.7	-	3.6.1.-	-	1
demux_S_153.scaffolds_2_128	1.1.1.44|1.1.1.343	-	1.1.1.-	GT30	2
demux_S_153.scaffolds_2_134	2.7.7.18	-	2.7.7.-	-	1
demux_S_153.scaffolds_2_151	6.1.1.3	-	6.1.1.-	GH28	2
demux_S_153.scaffolds_2_155	2.7.1.24	-	2.7.1.-	-	1
demux_S_153.scaffolds_2_156	3.2.2.23|4.2.99.18	-	3.2.2.-+4.2.99.-	-	1
demux_S_153.scaffolds_2_157	2.7.7.7	-	2.7.7.-	-	1
demux_S_153.scaffolds_2_164	6.3.2.8	-	6.3.2.-	-	1
demux_S_153.scaffolds_2_171	2.1.1.33	-	2.1.1.-	-	1
demux_S_153.scaffolds_2_178	5.2.1.8	-	5.2.1.-	-	1
demux_S_153.scaffolds_2_182	5.4.99.23	-	5.4.99.-	-	1
demux_S_153.scaffolds_2_184	6.1.1.19	-	6.1.1.-	-	1
demux_S_153.scaffolds_2_187	1.3.98.1	-	1.3.98.-	-	1
demux_S_153.scaffolds_2_200	6.3.4.13|6.3.3.1|2.1.2.2	-	6.3.4.-	-	1
demux_S_153.scaffolds_2_201	2.1.2.3|3.5.4.10	-	2.1.2.-+3.5.4.-	GH13_23	2
demux_S_153.scaffolds_2_203	6.3.3.1|6.3.4.13|2.1.2.2	-	6.3.3.-	-	1
demux_S_153.scaffolds_2_204	2.4.2.14	-	2.4.2.-	-	1
demux_S_153.scaffolds_2_205	6.3.5.3	-	6.3.5.-	-	1
demux_S_153.scaffolds_2_206	3.5.1.2|6.3.5.3	-	6.3.5.-+3.5.1.-	-	1
demux_S_153.scaffolds_2_208	6.3.2.6	-	6.3.2.-	-	1
demux_S_153.scaffolds_2_209	6.3.4.18	-	6.3.4.-	-	1
demux_S_153.scaffolds_2_210	5.4.99.18	-	5.4.99.-	-	1
demux_S_153.scaffolds_2_215	2.7.3.9	-	2.7.3.-	-	1
demux_S_153.scaffolds_2_218	3.6.1.3	-	3.6.1.-	GT4	2
demux_S_153.scaffolds_2_235	2.3.1.9|2.3.1.16	-	2.3.1.-	-	1
demux_S_153.scaffolds_2_248	7.2.2.10	-	7.2.2.-	CBM50	2
demux_S_153.scaffolds_2_250	6.3.1.5	-	6.3.1.-	-	1
demux_S_153.scaffolds_2_261	7.3.2.3|7.3.2.6|7.3.2.5|7.3.2.2	-	7.3.2.-	-	1
demux_S_153.scaffolds_3_3	2.5.1.6	-	2.5.1.-	-	1
demux_S_153.scaffolds_3_10	6.1.1.4	-	6.1.1.-	GT4	2
demux_S_153.scaffolds_3_25	2.7.1.23|2.7.1.86	-	2.7.1.-	-	1
demux_S_153.scaffolds_3_29	3.6.1.27	-	3.6.1.-	-	1
demux_S_153.scaffolds_3_33	1.7.1.7	-	1.7.1.-	-	1
demux_S_153.scaffolds_3_36	2.1.1.207	-	2.1.1.-	-	1
demux_S_153.scaffolds_3_52	7.4.2.4	-	7.4.2.-	-	1
demux_S_153.scaffolds_3_58	2.7.13.3	-	2.7.13.-	-	1
demux_S_153.scaffolds_3_62	7.3.2.1|7.3.2.6	-	7.3.2.-	-	1
demux_S_153.scaffolds_3_63	7.3.2.1|7.3.2.6	-	7.3.2.-	-	1
demux_S_153.scaffolds_3_69	2.5.1.145	-	2.5.1.-	-	1
demux_S_153.scaffolds_3_70	1.1.1.94|1.1.1.102	-	1.1.1.-	-	1
demux_S_153.scaffolds_3_71	1.8.1.9	-	1.8.1.-	-	1
demux_S_153.scaffolds_3_72	5.4.2.2|5.4.2.7|5.4.2.8	-	5.4.2.-	GT2	2
demux_S_153.scaffolds_3_75	7.3.2.2|7.3.2.5|7.3.2.1	-	7.3.2.-	-	1
demux_S_153.scaffolds_3_87	3.4.21.92	-	3.4.21.-	-	1
demux_S_153.scaffolds_3_89	1.2.1.12|1.2.1.13|1.2.1.59	-	1.2.1.-	-	1
demux_S_153.scaffolds_3_90	2.7.2.3|5.3.1.1	-	2.7.2.-	-	1
demux_S_153.scaffolds_3_91	5.3.1.1|2.7.2.3	-	5.3.1.-	-	1
demux_S_153.scaffolds_3_92	4.2.1.11	-	4.2.1.-	GH13_31	2
demux_S_153.scaffolds_3_98	3.1.13.1	-	3.1.13.-	-	1
demux_S_153.scaffolds_3_109	7.3.2.2|7.3.2.5|7.3.2.1	-	7.3.2.-	-	1
demux_S_153.scaffolds_3_113	3.2.2.27	-	3.2.2.-	-	1
demux_S_153.scaffolds_3_114	2.3.1.8	-	2.3.1.-	-	1
demux_S_153.scaffolds_3_120	1.3.1.98	-	1.3.1.-	GH92	2
demux_S_153.scaffolds_3_123	7.6.2.11|7.6.2.9	-	7.6.2.-	-	1
demux_S_153.scaffolds_3_130	7.1.2.1	-	7.1.2.-	CBM50	2
demux_S_153.scaffolds_3_133	7.3.2.2	-	7.3.2.-	-	1
demux_S_153.scaffolds_3_134	2.7.7.85	-	2.7.7.-	-	1
demux_S_153.scaffolds_3_136	5.4.2.10	-	5.4.2.-	-	1
demux_S_153.scaffolds_3_137	2.6.1.16	-	2.6.1.-	-	1
demux_S_153.scaffolds_3_190	3.6.4.12	-	3.6.4.-	-	1
demux_S_153.scaffolds_3_191	6.5.1.2	-	6.5.1.-	-	1
demux_S_153.scaffolds_3_194	6.3.5.7	-	6.3.5.-	-	1
demux_S_153.scaffolds_3_214	3.6.4.12|3.6.4.13	-	3.6.4.-	-	1
demux_S_153.scaffolds_3_227	2.7.7.9	-	2.7.7.-	GT4	2
demux_S_153.scaffolds_4_4	5.3.1.6	-	5.3.1.-	-	1
demux_S_153.scaffolds_4_8	5.3.1.17	-	5.3.1.-	-	1
demux_S_153.scaffolds_4_23	1.1.1.144|1.1.1.347|1.1.1.90|1.1.1.1	-	1.1.1.-	-	1
demux_S_153.scaffolds_4_26	2.7.1.5|5.3.1.14	-	2.7.1.-	-	1
demux_S_153.scaffolds_4_28	5.3.1.14|2.7.1.5	-	5.3.1.-	-	1
demux_S_153.scaffolds_4_44	2.7.1.30	-	2.7.1.-	-	1
demux_S_153.scaffolds_4_47	2.7.1.202	-	2.7.1.-	-	1
demux_S_153.scaffolds_4_80	6.1.1.2	-	6.1.1.-	-	1
demux_S_153.scaffolds_4_88	2.7.4.1	-	2.7.4.-	-	1
demux_S_153.scaffolds_4_100	3.4.11.5	-	3.4.11.-	-	1
demux_S_153.scaffolds_4_101	6.1.1.10	-	6.1.1.-	GH84	2
demux_S_153.scaffolds_4_109	4.1.2.40	-	4.1.2.-	-	1
demux_S_153.scaffolds_4_112	3.1.26.8	-	3.1.26.-	-	1
demux_S_153.scaffolds_4_113	2.1.1.182	-	2.1.1.-	-	1
demux_S_153.scaffolds_4_115	2.7.1.148	-	2.7.1.-	-	1
demux_S_153.scaffolds_4_118	7.6.2.9	-	7.6.2.-	-	1
demux_S_153.scaffolds_4_121	2.7.7.23|2.3.1.157|2.7.7.9	-	2.3.1.-+2.7.7.-	-	1
demux_S_153.scaffolds_4_122	2.7.6.1	-	2.7.6.-	-	1
demux_S_153.scaffolds_4_136	6.3.4.2	-	6.3.4.-	-	1
demux_S_153.scaffolds_4_139	2.5.1.7	-	2.5.1.-	-	1
demux_S_153.scaffolds_4_146	3.6.4.13	-	3.6.4.-	-	1
demux_S_153.scaffolds_4_148	5.1.1.1	-	5.1.1.-	-	1
demux_S_153.scaffolds_4_153	1.4.1.13|1.4.1.14	-	1.4.1.-	-	1
demux_S_153.scaffolds_4_161	1.1.1.27	-	1.1.1.-	-	1
demux_S_153.scaffolds_4_162	3.1.1.29	-	3.1.1.-	-	1
demux_S_153.scaffolds_4_169	6.3.4.19|2.4.2.8	-	2.4.2.-+6.3.4.-	-	1
demux_S_153.scaffolds_4_170	5.6.1.1	-	5.6.1.-	-	1
demux_S_153.scaffolds_4_173	6.1.1.6	-	6.1.1.-	-	1
demux_S_153.scaffolds_5_4	2.7.4.25	-	2.7.4.-	-	1
demux_S_153.scaffolds_5_6	3.6.4.12|3.6.4.13	-	3.6.4.-	-	1
demux_S_153.scaffolds_5_18	2.7.1.11	-	2.7.1.-	-	1
demux_S_153.scaffolds_5_19	2.7.7.7	-	2.7.7.-	GH13_30	2
demux_S_153.scaffolds_5_25	3.6.1.3	-	3.6.1.-	GT4	2
demux_S_153.scaffolds_5_28	3.1.26.11	-	3.1.26.-	-	1
demux_S_153.scaffolds_5_33	2.7.1.202|2.7.1.195	-	2.7.1.-	-	1
demux_S_153.scaffolds_5_35	7.3.2.2|7.3.2.5|7.3.2.1	-	7.3.2.-	-	1
demux_S_153.scaffolds_5_41	5.2.1.8	-	5.2.1.-	-	1
demux_S_153.scaffolds_5_42	7.6.2.2	-	7.6.2.-	-	1
demux_S_153.scaffolds_5_57	2.7.7.3	-	2.7.7.-	-	1
demux_S_153.scaffolds_5_60	6.4.1.1	-	6.4.1.-	-	1
demux_S_153.scaffolds_5_61	2.4.1.129	-	2.4.1.-	-	1
demux_S_153.scaffolds_5_66	1.8.1.4	-	1.8.1.-	-	1
demux_S_153.scaffolds_5_68	1.2.4.1|1.2.4.4	-	1.2.4.-	-	1
demux_S_153.scaffolds_5_69	1.2.4.1	-	1.2.4.-	-	1
demux_S_153.scaffolds_5_71	3.5.1.88	-	3.5.1.-	-	1
demux_S_153.scaffolds_5_82	2.8.1.13|2.8.1.14|2.7.1.26|2.7.7.2	-	2.8.1.-	-	1
demux_S_153.scaffolds_5_94	6.1.1.5	-	6.1.1.-	-	1
demux_S_153.scaffolds_5_103	6.3.2.9|6.3.2.10	-	6.3.2.-	-	1
demux_S_153.scaffolds_5_104	2.7.8.13	-	2.7.8.-	-	1
demux_S_153.scaffolds_5_107	2.1.1.199	-	2.1.1.-	-	1
