Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_103.scaffolds_10_171	-	GT2(8-182)	-	GT2	2
demux_S_103.scaffolds_10_172	-	GT2(43-263)	-	GT2	2
demux_S_103.scaffolds_10_183	-	GT2(9-163)	-	GT2	2
demux_S_103.scaffolds_10_186	-	GT101(57-280)	-	GT101	2
demux_S_103.scaffolds_10_187	-	GT4(208-353)	-	GT4	2
demux_S_103.scaffolds_10_188	-	GT2(42-149)	-	GT2	2
demux_S_103.scaffolds_10_190	-	GT2(54-272)	-	GT2	2
demux_S_103.scaffolds_10_228	-	GH73(12-144)	-	GH73	2
demux_S_103.scaffolds_11_157	-	GH97(13-666)	-	GH97	2
demux_S_103.scaffolds_11_164	-	CE9(5-378)	-	CE9	2
demux_S_103.scaffolds_11_165	-	CE9(5-378)	-	CE9	2
demux_S_103.scaffolds_11_66	-	GH13_38(33-400)	-	GH13_38	2
demux_S_103.scaffolds_11_68	2.4.1.18	GH13_8(220-511)	2.4.1.-	GH13_8	3
demux_S_103.scaffolds_11_84	-	GH2(27-596)	-	GH2	2
demux_S_103.scaffolds_11_98	-	GT51(56-244)	-	GT51	2
demux_S_103.scaffolds_12_13	-	GH32(121-406)	-	GH32	2
demux_S_103.scaffolds_12_16	-	GH31(202-631)	-	GH31	2
demux_S_103.scaffolds_12_17	-	GH31(234-684)	-	GH31	2
demux_S_103.scaffolds_12_18	-	GH66(46-591)	-	GH66	2
demux_S_103.scaffolds_12_23	-	GH2(39-498)	-	GH2	2
demux_S_103.scaffolds_12_25	-	GH43(45-343)	-	GH43	2
demux_S_103.scaffolds_12_27	-	GH51(240-680)	-	GH51	2
demux_S_103.scaffolds_12_38	-	GH43_31(36-304)	-	GH43_31	2
demux_S_103.scaffolds_12_58	-	GH92(237-730)	-	GH92	2
demux_S_103.scaffolds_12_59	-	GH36(26-700)	-	GH36	2
demux_S_103.scaffolds_12_63	-	GH95(25-773)	-	GH95	2
demux_S_103.scaffolds_12_69	3.2.1.22|3.2.1.N1|3.2.1.N2	GH110(21-559)	3.2.1.-	GH110+3.2.1.22	3
demux_S_103.scaffolds_12_72	-	GH97(15-670)	-	GH97	2
demux_S_103.scaffolds_12_80	-	GH31(459-683)	-	CBM32+GH31	2
demux_S_103.scaffolds_13_100	-	GH32(139-439)	-	GH32	2
demux_S_103.scaffolds_13_105	-	GH32(53-350)	-	GH32	2
demux_S_103.scaffolds_13_106	3.2.1.80	GH32(150-439)	3.2.1.-	GH32	3
demux_S_103.scaffolds_13_20	-	GH29(24-355)	-	GH29	2
demux_S_103.scaffolds_13_84	-	GH43_2(90-358)+GH43_2(423-689)	-	GH43_2	2
demux_S_103.scaffolds_13_85	3.2.1.21	GH3(206-426)	3.2.1.-	GH3	3
demux_S_103.scaffolds_13_87	-	GH3(64-305)	-	GH3	2
demux_S_103.scaffolds_13_88	-	GH95(321-984)	-	GH95	2
demux_S_103.scaffolds_13_89	-	GH2(227-1021)	-	GH2	2
demux_S_103.scaffolds_13_96	-	GH92(212-733)	-	GH92	2
demux_S_103.scaffolds_13_97	-	GH2(50-700)	-	GH2	2
demux_S_103.scaffolds_14_102	-	GH109(38-189)	-	-	1
