Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_3.scaffolds_10_68	-	GT2(11-140)	-	GT2	2
demux_S_3.scaffolds_14_9	-	GT28(187-350)	-	GT28	2
demux_S_3.scaffolds_15_42	-	GT4(214-364)	-	-	1
demux_S_3.scaffolds_15_44	-	GT4(182-330)	-	-	1
demux_S_3.scaffolds_15_47	-	PL12(335-459)	-	PL0	2
demux_S_3.scaffolds_19_10	-	GT2(5-159)	-	GT2	2
demux_S_3.scaffolds_1_47	-	CE9(6-368)	-	CE9	2
demux_S_3.scaffolds_22_26	-	GH73(259-408)	-	GH73	2
demux_S_3.scaffolds_28_11	-	GH73(64-212)	-	-	1
demux_S_3.scaffolds_29_11	-	AA4(12-248)	-	-	1
demux_S_3.scaffolds_2_33	-	GT2(19-192)	-	GT2	2
demux_S_3.scaffolds_2_41	-	GT2(5-133)	-	-	1
demux_S_3.scaffolds_2_42	-	GT4(185-339)	-	-	1
demux_S_3.scaffolds_2_57	-	GH25(111-293)	-	-	1
demux_S_3.scaffolds_3_101	-	GT4(209-333)	-	GT4	2
demux_S_3.scaffolds_3_25	-	GT2(53-279)	-	GT2	2
demux_S_3.scaffolds_3_4	-	GT51(72-246)	-	GT51	2
demux_S_3.scaffolds_6_51	-	CE4(290-406)	-	CE4	2
demux_S_3.scaffolds_7_65	-	GT81(3-184)	-	GT2	2
demux_S_3.scaffolds_1_3	4.3.1.19|4.3.1.17	-	4.3.1.-	-	1
demux_S_3.scaffolds_1_4	2.3.3.13	-	2.3.3.-	-	1
demux_S_3.scaffolds_1_5	4.2.1.33|4.2.1.85|4.2.1.114|4.2.1.36	-	4.2.1.-	-	1
demux_S_3.scaffolds_1_6	4.2.1.33|4.2.1.114|4.2.1.85|4.2.1.31|4.2.1.35	-	4.2.1.-	-	1
demux_S_3.scaffolds_1_7	1.1.1.85|1.1.1.42|1.1.1.87|1.1.1.83|1.1.1.N5|1.1.1.286	-	1.1.1.-	-	1
demux_S_3.scaffolds_1_12	1.17.1.9|1.17.99.7	-	1.17.1.-	-	1
demux_S_3.scaffolds_1_15	2.3.1.1|4.3.2.1	-	4.3.2.-+2.3.1.-	-	1
demux_S_3.scaffolds_1_16	6.3.4.5	-	6.3.4.-	-	1
demux_S_3.scaffolds_1_24	6.5.1.2	-	6.5.1.-	-	1
demux_S_3.scaffolds_1_29	2.6.1.16	-	2.6.1.-	-	1
demux_S_3.scaffolds_1_44	6.3.5.4	-	6.3.5.-	-	1
demux_S_3.scaffolds_1_48	3.5.99.6	-	3.5.99.-	-	1
demux_S_3.scaffolds_1_67	6.3.2.4	-	6.3.2.-	-	1
demux_S_3.scaffolds_1_68	2.1.1.192	-	2.1.1.-	-	1
demux_S_3.scaffolds_1_82	5.99.1.3	-	5.99.1.-	-	1
demux_S_3.scaffolds_1_83	5.99.1.3	-	5.99.1.-	-	1
demux_S_3.scaffolds_1_86	2.6.1.52	-	2.6.1.-	-	1
demux_S_3.scaffolds_1_91	5.1.3.2|5.1.3.7|5.1.3.3|5.1.3.5|5.1.3.25	-	5.1.3.-	-	1
demux_S_3.scaffolds_1_95	4.3.3.7	-	4.3.3.-	-	1
