Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_345.scaffolds_10_1	3.2.1.21	GH3(157-383)	3.2.1.-	GH3	3
demux_S_345.scaffolds_10_105	-	GH23(309-420)	-	GH23	2
demux_S_345.scaffolds_10_159	-	GT2(8-174)	-	GT2	2
demux_S_345.scaffolds_10_171	-	PL27(1-496)	-	PL27	2
demux_S_345.scaffolds_10_172	-	GH43_24(203-376)	-	GH43_24	2
demux_S_345.scaffolds_10_173	-	GH43_24(45-290)	-	GH43_24	2
demux_S_345.scaffolds_10_32	-	PL40(2-902)	-	PL40	2
demux_S_345.scaffolds_10_33	-	GH28(193-440)	-	CBM6+GH28	2
demux_S_345.scaffolds_10_37	-	GH97(28-645)	-	GH97	2
demux_S_345.scaffolds_10_42	-	GH146(51-556)	-	GH146	2
demux_S_345.scaffolds_10_50	-	GH43_10(37-307)	-	GH43_10	2
demux_S_345.scaffolds_10_51	-	GH88(71-395)	-	GH88	2
demux_S_345.scaffolds_10_58	-	CE1(31-261)	-	-	1
demux_S_345.scaffolds_10_68	-	GT51(70-227)	-	GT51	2
demux_S_345.scaffolds_11_157	-	GH97(13-666)	-	GH97	2
demux_S_345.scaffolds_11_164	-	CE9(5-378)	-	CE9	2
demux_S_345.scaffolds_11_165	-	CE9(5-378)	-	CE9	2
demux_S_345.scaffolds_11_66	-	GH13_38(33-400)	-	GH13_38	2
demux_S_345.scaffolds_11_68	2.4.1.18	GH13_8(220-511)	2.4.1.-	GH13_8	3
demux_S_345.scaffolds_11_84	-	GH2(27-596)	-	GH2	2
demux_S_345.scaffolds_11_98	-	GT51(56-244)	-	GT51	2
demux_S_345.scaffolds_12_106	-	GH43_31(36-304)	-	GH43_31	2
demux_S_345.scaffolds_12_117	-	GH51(240-680)	-	GH51	2
demux_S_345.scaffolds_12_119	-	GH43(45-343)	-	GH43	2
demux_S_345.scaffolds_12_121	-	GH2(39-498)	-	GH2	2
demux_S_345.scaffolds_12_126	-	GH66(46-591)	-	GH66	2
demux_S_345.scaffolds_12_127	-	GH31(234-684)	-	GH31	2
demux_S_345.scaffolds_12_128	-	GH31(202-631)	-	GH31	2
demux_S_345.scaffolds_12_131	-	GH32(121-406)	-	GH32	2
demux_S_345.scaffolds_12_64	-	GH31(459-683)	-	CBM32+GH31	2
demux_S_345.scaffolds_12_72	-	GH97(15-670)	-	GH97	2
