Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_305.scaffolds_1_152	-	GT2(4-174)	-	GT2	2
demux_S_305.scaffolds_1_153	-	GH73(476-588)	-	GH73	2
demux_S_305.scaffolds_1_162	-	GT2(6-168)	-	GT2	2
demux_S_305.scaffolds_2_157	-	CE1(53-294)	-	-	1
demux_S_305.scaffolds_3_123	-	GT2(36-153)	-	GT2	2
demux_S_305.scaffolds_4_119	-	GT51(66-255)	-	GT51	2
demux_S_305.scaffolds_4_12	-	GT4(205-326)	-	GT4	2
demux_S_305.scaffolds_4_2	-	GH32(11-311)	-	GH32	2
demux_S_305.scaffolds_4_22	2.4.1.1	GT35(80-750)	2.4.1.-	GT35	3
demux_S_305.scaffolds_4_23	2.4.1.25	GH77(10-489)	2.4.1.-	GH77	3
demux_S_305.scaffolds_4_28	-	GT51(173-348)	-	GT51	2
demux_S_305.scaffolds_4_61	-	GT51(56-229)	-	GT51	2
demux_S_305.scaffolds_5_63	3.2.1.11	GH66(164-807)	3.2.1.-	GH66	3
demux_S_305.scaffolds_7_38	-	GT4(222-343)	-	GT4	2
demux_S_305.scaffolds_7_5	-	GT113(5-349)	-	GT113	2
demux_S_305.scaffolds_7_58	-	CE9(4-374)	-	CE9	2
demux_S_305.scaffolds_7_6	-	GT2(6-172)	-	GT2	2
demux_S_305.scaffolds_7_8	-	GT4(180-321)	-	GT4	2
demux_S_305.scaffolds_7_9	-	GT26(56-225)	-	GT26	2
demux_S_305.scaffolds_8_36	-	CE1(29-243)	-	-	1
demux_S_305.scaffolds_8_37	-	CE1(20-275)	-	-	1
demux_S_305.scaffolds_1_5	1.3.99.33	-	1.3.99.-	-	1
demux_S_305.scaffolds_1_8	4.2.1.11	-	4.2.1.-	GH13_31	2
demux_S_305.scaffolds_1_9	5.3.1.1|2.7.2.3	-	5.3.1.-	-	1
demux_S_305.scaffolds_1_10	2.7.2.3|5.3.1.1	-	2.7.2.-	-	1
demux_S_305.scaffolds_1_11	1.2.1.12|1.2.1.13|1.2.1.59	-	1.2.1.-	-	1
demux_S_305.scaffolds_1_14	3.5.1.1	-	3.5.1.-	-	1
demux_S_305.scaffolds_1_16	1.1.1.49	-	1.1.1.-	-	1
demux_S_305.scaffolds_1_17	1.1.1.44|1.1.1.343	-	1.1.1.-	GT30	2
demux_S_305.scaffolds_1_18	1.2.1.89|1.2.1.21|1.2.1.22	-	1.2.1.-	-	1
demux_S_305.scaffolds_1_23	1.1.1.205	-	1.1.1.-	-	1
demux_S_305.scaffolds_1_24	2.4.2.22	-	2.4.2.-	-	1
demux_S_305.scaffolds_1_26	2.7.1.33	-	2.7.1.-	-	1
demux_S_305.scaffolds_1_35	7.6.2.2	-	7.6.2.-	-	1
demux_S_305.scaffolds_1_38	6.3.2.8	-	6.3.2.-	-	1
demux_S_305.scaffolds_1_44	7.2.2.8|7.2.2.9|7.2.2.12|3.6.3.3|7.2.2.15	-	7.2.2.-	CBM50	2
demux_S_305.scaffolds_1_45	1.1.1.28|1.1.1.29	-	1.1.1.-	-	1
demux_S_305.scaffolds_1_49	1.1.1.352|1.1.1.331|1.1.1.140	-	1.1.1.-	-	1
demux_S_305.scaffolds_1_51	2.7.1.198	-	2.7.1.-	-	1
demux_S_305.scaffolds_1_59	3.6.4.12	-	3.6.4.-	-	1
demux_S_305.scaffolds_1_76	1.1.1.1|1.2.1.10|1.2.1.3|1.2.1.76	-	1.1.1.-+1.2.1.-	-	1
demux_S_305.scaffolds_1_78	2.5.1.15|6.3.2.17	-	2.5.1.-	-	1
demux_S_305.scaffolds_1_84	2.7.1.199|2.7.1.193	-	2.7.1.-	-	1
demux_S_305.scaffolds_1_97	6.3.5.2	-	6.3.5.-	-	1
demux_S_305.scaffolds_1_116	1.1.98.6	-	1.1.98.-	-	1
demux_S_305.scaffolds_1_120	1.21.4.2|1.21.4.3|1.21.4.4	-	1.21.4.-	-	1
demux_S_305.scaffolds_1_121	1.21.4.2|1.21.4.3|1.21.4.4	-	1.21.4.-	-	1
demux_S_305.scaffolds_1_122	1.21.4.2|1.21.4.3|1.21.4.4	-	1.21.4.-	-	1
demux_S_305.scaffolds_1_123	1.21.4.2|1.21.4.3|1.21.4.4	-	1.21.4.-	-	1
demux_S_305.scaffolds_1_124	1.21.4.2|1.21.4.3	-	1.21.4.-	-	1
demux_S_305.scaffolds_1_126	1.8.1.9	-	1.8.1.-	-	1
demux_S_305.scaffolds_1_130	5.1.1.8|5.1.1.4	-	5.1.1.-	-	1
demux_S_305.scaffolds_1_140	2.7.7.9	-	2.7.7.-	-	1
demux_S_305.scaffolds_1_141	3.4.21.107|3.4.21.102	-	3.4.21.-	-	1
demux_S_305.scaffolds_1_147	6.1.1.4	-	6.1.1.-	GT4	2
demux_S_305.scaffolds_1_149	5.1.3.2|5.1.3.7|5.1.3.3|5.1.3.5|5.1.3.25	-	5.1.3.-	-	1
demux_S_305.scaffolds_1_157	1.1.1.405	-	1.1.1.-	-	1
demux_S_305.scaffolds_1_158	2.7.7.40	-	2.7.7.-	-	1
demux_S_305.scaffolds_1_164	2.6.1.87|2.6.1.102|2.6.1.100|2.6.1.101|2.6.1.98|2.6.1.106	-	2.6.1.-	-	1
demux_S_305.scaffolds_2_7	5.4.2.10	-	5.4.2.-	-	1
demux_S_305.scaffolds_2_15	2.4.2.1	-	2.4.2.-	-	1
demux_S_305.scaffolds_2_16	5.4.2.2|5.4.2.7|5.4.2.8	-	5.4.2.-	GT2	2
demux_S_305.scaffolds_2_19	3.4.11.4	-	3.4.11.-	-	1
demux_S_305.scaffolds_2_20	6.1.1.10	-	6.1.1.-	GH84	2
demux_S_305.scaffolds_2_23	1.11.1.15	-	1.11.1.-	-	1
demux_S_305.scaffolds_2_30	6.1.1.11	-	6.1.1.-	-	1
demux_S_305.scaffolds_2_73	3.6.4.12	-	3.6.4.-	-	1
demux_S_305.scaffolds_2_91	1.8.4.12|1.8.4.11	-	1.8.4.-	-	1
demux_S_305.scaffolds_2_92	2.3.1.54	-	2.3.1.-	-	1
demux_S_305.scaffolds_2_93	1.97.1.4	-	1.97.1.-	-	1
demux_S_305.scaffolds_2_106	2.4.2.9	-	2.4.2.-	-	1
demux_S_305.scaffolds_2_107	2.1.3.2	-	2.1.3.-	-	1
demux_S_305.scaffolds_2_108	3.5.2.3	-	3.5.2.-	-	1
demux_S_305.scaffolds_2_109	6.3.5.5	-	6.3.5.-	-	1
demux_S_305.scaffolds_2_110	3.5.2.3|2.1.3.2|6.3.5.5	-	6.3.5.-+3.5.2.-	-	1
demux_S_305.scaffolds_2_113	1.3.1.14|1.3.1.34	-	1.3.1.-	-	1
demux_S_305.scaffolds_2_114	4.1.1.23	-	4.1.1.-	-	1
demux_S_305.scaffolds_2_115	2.4.2.10	-	2.4.2.-	-	1
demux_S_305.scaffolds_2_124	2.1.1.190|2.1.1.228	-	2.1.1.-	-	1
demux_S_305.scaffolds_2_138	3.6.3.3|7.2.2.12	-	7.2.2.-+3.6.3.-	-	1
demux_S_305.scaffolds_2_141	1.1.1.2|1.1.1.372|1.1.1.346	-	1.1.1.-	-	1
demux_S_305.scaffolds_2_164	4.2.1.53	-	4.2.1.-	-	1
demux_S_305.scaffolds_2_181	1.3.98.1	-	1.3.98.-	-	1
demux_S_305.scaffolds_3_14	3.6.4.13	-	3.6.4.-	-	1
demux_S_305.scaffolds_3_26	1.8.1.7|1.8.1.12|1.8.1.16	-	1.8.1.-	-	1
demux_S_305.scaffolds_3_33	6.1.1.16	-	6.1.1.-	-	1
demux_S_305.scaffolds_3_43	4.1.1.20	-	4.1.1.-	-	1
demux_S_305.scaffolds_3_45	1.17.1.8	-	1.17.1.-	-	1
demux_S_305.scaffolds_3_46	2.3.1.89	-	2.3.1.-	-	1
demux_S_305.scaffolds_3_54	1.17.4.1	-	1.17.4.-	-	1
demux_S_305.scaffolds_3_69	3.5.1.88	-	3.5.1.-	-	1
demux_S_305.scaffolds_3_84	3.6.4.10	-	3.6.4.-	-	1
demux_S_305.scaffolds_3_92	2.7.1.49|2.7.4.7	-	2.7.4.-+2.7.1.-	-	1
demux_S_305.scaffolds_3_93	2.7.1.50	-	2.7.1.-	-	1
demux_S_305.scaffolds_3_94	2.5.1.3	-	2.5.1.-	-	1
demux_S_305.scaffolds_3_105	2.1.1.177	-	2.1.1.-	-	1
demux_S_305.scaffolds_3_108	6.1.1.9|6.1.1.16	-	6.1.1.-	GH5_11	2
