Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_63.scaffolds_10_109	-	GH73(14-147)	-	GH73	2
demux_S_63.scaffolds_10_179	-	GH154(31-383)	-	GH154	2
demux_S_63.scaffolds_10_180	-	GH88(68-394)	-	GH88	2
demux_S_63.scaffolds_10_186	3.2.1.51	GH95(25-775)	3.2.1.-	GH95	3
demux_S_63.scaffolds_10_190	-	GH123(50-589)	-	GH123	2
demux_S_63.scaffolds_10_55	-	GH3(101-326)	-	GH3	2
demux_S_63.scaffolds_10_57	-	CE15(37-411)	-	CE15	2
demux_S_63.scaffolds_11_11	-	GT4(156-297)	-	GT4	2
demux_S_63.scaffolds_11_136	-	GH92(264-757)	-	GH92	2
demux_S_63.scaffolds_11_137	-	GH92(234-741)	-	GH92	2
demux_S_63.scaffolds_11_138	-	GH92(262-759)	-	GH92	2
demux_S_63.scaffolds_11_6	2.4.1.180	GT26(55-220)	2.4.1.-	GT26	3
demux_S_63.scaffolds_11_9	-	GT4(79-233)	-	GT4	2
demux_S_63.scaffolds_12_121	-	GH20(121-471)	-	GH20	2
demux_S_63.scaffolds_12_122	-	GH92(257-746)	-	GH92	2
demux_S_63.scaffolds_12_46	-	GT2(9-117)+GT10(338-630)	-	GT2	2
demux_S_63.scaffolds_12_8	-	GH31(403-666)	-	GH31	2
demux_S_63.scaffolds_13_106	-	GH92(239-746)	-	GH92	2
demux_S_63.scaffolds_13_107	-	GH92(227-747)	-	GH92	2
demux_S_63.scaffolds_13_19	2.4.1.129	GT51(57-220)	2.4.1.-	GT51	3
demux_S_63.scaffolds_13_58	-	GH97(12-660)	-	GH97	2
demux_S_63.scaffolds_13_65	-	GT51(70-243)	-	GT51	2
demux_S_63.scaffolds_13_69	-	PL30(239-483)+PL8(367-616)	-	PL8	2
demux_S_63.scaffolds_13_89	-	GH23(102-231)	-	GH23	2
demux_S_63.scaffolds_14_26	-	GT35(272-734)	-	GT35	2
demux_S_63.scaffolds_14_39	-	CE4(22-126)	-	CE4	2
demux_S_63.scaffolds_14_51	-	CBM67(142-341)+GH78(367-858)	-	GH78	2
demux_S_63.scaffolds_14_61	-	GH43_24(53-346)	-	GH43_24	2
demux_S_63.scaffolds_15_90	-	GT30(27-204)	-	GT30	2
demux_S_63.scaffolds_15_92	-	GH92(24-503)	-	GH92	2
demux_S_63.scaffolds_16_23	-	GH20(158-509)	-	GH20	2
demux_S_63.scaffolds_16_33	3.2.1.21	GH3(158-383)	3.2.1.-	GH3	3
demux_S_63.scaffolds_16_4	-	GH23(130-263)+CBM50(471-514)	-	CBM50+GH23	2
demux_S_63.scaffolds_16_57	-	GH20(155-511)	-	GH20	2
demux_S_63.scaffolds_16_86	-	PL40(4-867)	-	PL40	2
demux_S_63.scaffolds_16_87	-	PL38(147-295)+PL8_3(683-932)	-	PL8	2
demux_S_63.scaffolds_16_88	-	PL35(384-562)	-	PL35	2
demux_S_63.scaffolds_16_89	-	GH88(77-395)	-	GH88	2
demux_S_63.scaffolds_16_91	-	GH20(146-501)	-	GH20	2
demux_S_63.scaffolds_17_1	-	GH109(35-186)	-	-	1
demux_S_63.scaffolds_17_30	-	GH109(68-237)	-	GH0	2
demux_S_63.scaffolds_17_32	3.2.1.23	GH2(53-904)	3.2.1.-	GH2	3
demux_S_63.scaffolds_17_4	-	GH109(41-196)	-	-	1
demux_S_63.scaffolds_17_53	-	GT2(59-181)	-	GT2	2
demux_S_63.scaffolds_17_64	-	GH105(7-317)	-	GH105	2
demux_S_63.scaffolds_18_10	-	GT2(8-132)	-	GT2	2
demux_S_63.scaffolds_18_12	-	GT2(7-156)	-	GT2	2
demux_S_63.scaffolds_18_2	-	GH73(14-143)	-	GH73	2
demux_S_63.scaffolds_18_26	-	GH28(51-394)	-	GH28	2
demux_S_63.scaffolds_18_27	-	GH28(53-240)	-	GH28	2
demux_S_63.scaffolds_18_28	-	GH106(46-954)	-	GH106	2
demux_S_63.scaffolds_18_29	-	GH28(53-391)	-	GH28	2
demux_S_63.scaffolds_18_31	-	GH156(27-544)	-	GH156	2
demux_S_63.scaffolds_18_32	-	GH92(264-756)	-	GH92	2
demux_S_63.scaffolds_18_60	-	CE17(305-471)	-	GH33	2
demux_S_63.scaffolds_1_105	-	GH2(25-737)	-	GH2	2
demux_S_63.scaffolds_1_106	-	GH88(70-390)	-	GH88	2
demux_S_63.scaffolds_1_109	-	PL38(52-325)	-	PL38	2
demux_S_63.scaffolds_1_136	-	GT83(17-508)	-	-	1
demux_S_63.scaffolds_1_137	-	GH109(37-195)	-	-	1
demux_S_63.scaffolds_1_148	-	GH20(150-491)	-	GH20	2
demux_S_63.scaffolds_1_15	-	GT4(184-333)	-	GT4	2
demux_S_63.scaffolds_1_170	-	GT2(6-167)	-	GT2	2
demux_S_63.scaffolds_1_178	-	GH51(197-650)	-	GH51	2
demux_S_63.scaffolds_1_189	-	GT105(83-216)	-	-	1
demux_S_63.scaffolds_1_195	-	GH43_31(34-292)	-	GH43_31	2
demux_S_63.scaffolds_1_20	-	GT4(205-357)	-	-	1
demux_S_63.scaffolds_1_202	-	CE1(33-280)	-	-	1
demux_S_63.scaffolds_1_224	-	GH29(34-381)	-	GH29	2
demux_S_63.scaffolds_1_230	-	CE3(34-222)	-	CE0	2
demux_S_63.scaffolds_1_241	-	CE3(49-252)	-	-	1
demux_S_63.scaffolds_1_284	3.2.1.21	GH3(61-308)	3.2.1.-	GH3	3
demux_S_63.scaffolds_1_286	2.4.1.18	GH13_8(219-510)	2.4.1.-	GH13_8	3
demux_S_63.scaffolds_1_289	-	GH2(25-599)	-	GH2	2
demux_S_63.scaffolds_1_293	-	GH105(121-437)	-	GH105	2
demux_S_63.scaffolds_1_301	-	CE1(451-676)	-	-	1
