Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_99.scaffolds_102_7	-	GT32(21-97)	-	GT32	2
demux_S_99.scaffolds_105_8	-	GT51(56-214)	-	GT51	2
demux_S_99.scaffolds_106_4	-	GH109(55-459)	-	GH109	2
demux_S_99.scaffolds_107_4	-	GH43_8(28-303)	-	GH43_8	2
demux_S_99.scaffolds_10_10	-	CE9(6-376)	-	CE9	2
demux_S_99.scaffolds_10_5	-	GH2(29-592)	-	CBM32+GH2	2
demux_S_99.scaffolds_10_6	-	GH159(43-263)	-	GH159	2
demux_S_99.scaffolds_10_9	-	CE9(5-378)	-	CE9	2
demux_S_99.scaffolds_116_6	-	GT105(83-216)	-	-	1
demux_S_99.scaffolds_11_11	3.2.1.51	GH95(25-775)	3.2.1.-	GH95	3
demux_S_99.scaffolds_11_17	-	GH88(68-394)	-	GH88	2
demux_S_99.scaffolds_11_18	-	GH154(31-383)	-	GH154	2
demux_S_99.scaffolds_11_7	-	GH123(50-589)	-	GH123	2
demux_S_99.scaffolds_11_88	-	GH73(14-147)	-	GH73	2
demux_S_99.scaffolds_120_2	-	GT4(233-364)	-	GT4	2
demux_S_99.scaffolds_120_3	-	GT2(8-120)	-	-	1
demux_S_99.scaffolds_123_1	3.2.1.28	GH15(221-582)	3.2.1.-	GH15	3
demux_S_99.scaffolds_123_2	2.4.1.15|2.4.1.347|3.1.3.12	GT20(13-471)	2.4.1.-	GT20	3
demux_S_99.scaffolds_124_2	-	GH20(146-501)	-	GH20	2
demux_S_99.scaffolds_129_3	-	GT4(205-357)	-	-	1
demux_S_99.scaffolds_12_32	3.2.1.23	GH2(64-1002)+CBM32(1209-1335)	3.2.1.-	CBM32+GH2	3
demux_S_99.scaffolds_12_53	-	GH2(22-766)	-	GH2	2
demux_S_99.scaffolds_12_77	-	GH116(399-754)	-	GH116	2
demux_S_99.scaffolds_13_11	-	GH92(238-733)	-	GH92	2
demux_S_99.scaffolds_13_18	3.2.1.152	GH2(67-728)	3.2.1.-	GH2	3
demux_S_99.scaffolds_13_37	2.4.1.227	GT28(193-353)	2.4.1.-	GT28	3
demux_S_99.scaffolds_13_55	-	GT19(4-358)	-	GT19	2
demux_S_99.scaffolds_13_61	-	GH109(38-189)	-	-	1
demux_S_99.scaffolds_13_68	-	GH73(13-141)	-	GH73	2
demux_S_99.scaffolds_149_2	2.4.1.83	GT2(6-172)	2.4.1.-	GT2	3
demux_S_99.scaffolds_14_19	-	GH2(33-610)	-	GH2	2
demux_S_99.scaffolds_14_20	-	GH2(50-484)	-	GH2	2
demux_S_99.scaffolds_14_21	-	GH43_3(684-967)	-	GH43_3	2
demux_S_99.scaffolds_14_36	-	GH142(39-512)	-	GH142	2
demux_S_99.scaffolds_14_37	-	GH127(39-548)	-	GH127	2
demux_S_99.scaffolds_14_38	-	GH146(168-552)	-	CBM66	2
demux_S_99.scaffolds_14_40	-	GH127(120-346)	-	CBM13	2
demux_S_99.scaffolds_14_43	-	GH109(48-201)	-	-	1
demux_S_99.scaffolds_15_2	-	CBM67(179-343)+GH78(370-883)	-	GH78	2
demux_S_99.scaffolds_15_3	-	GH106(40-715)	-	GH106	2
demux_S_99.scaffolds_15_47	-	GH20(141-412)	-	GH20	2
demux_S_99.scaffolds_15_48	-	GH33(189-525)	-	GH33	2
demux_S_99.scaffolds_17_15	-	GH127(67-529)	-	GH43_34	2
demux_S_99.scaffolds_18_2	2.4.1.129	GT51(57-220)	2.4.1.-	GT51	3
demux_S_99.scaffolds_18_41	-	GH97(12-660)	-	GH97	2
demux_S_99.scaffolds_18_48	-	GT51(70-243)	-	GT51	2
demux_S_99.scaffolds_18_52	-	PL30(239-483)+PL8(367-616)	-	PL8	2
demux_S_99.scaffolds_19_2	-	CE17(305-471)	-	GH33	2
demux_S_99.scaffolds_19_30	-	GH92(264-756)	-	GH92	2
demux_S_99.scaffolds_19_31	-	GH156(27-544)	-	GH156	2
demux_S_99.scaffolds_19_33	-	GH28(53-391)	-	GH28	2
demux_S_99.scaffolds_19_34	-	GH106(46-954)	-	GH106	2
demux_S_99.scaffolds_19_35	-	GH28(53-240)	-	GH28	2
demux_S_99.scaffolds_19_36	-	GH28(51-394)	-	GH28	2
demux_S_99.scaffolds_19_50	-	GT2(7-156)	-	GT2	2
demux_S_99.scaffolds_19_52	-	GT2(8-132)	-	GT2	2
demux_S_99.scaffolds_19_60	-	GH73(14-143)	-	GH73	2
demux_S_99.scaffolds_1_147	-	GH97(23-640)	-	GH97	2
demux_S_99.scaffolds_1_150	-	GH20(133-469)	-	GH20	2
demux_S_99.scaffolds_1_151	-	GH97(14-624)	-	GH97	2
demux_S_99.scaffolds_1_159	-	GH2(22-581)	-	GH2	2
demux_S_99.scaffolds_1_160	-	GH43_2(60-326)	-	CBM6+GH43	2
demux_S_99.scaffolds_1_165	-	GH35(40-368)	-	GH35	2
demux_S_99.scaffolds_1_166	-	GH43_10(35-309)	-	GH43_10	2
demux_S_99.scaffolds_1_169	-	GH43_28(56-314)+CBM32(356-468)	-	GH43_28	2
demux_S_99.scaffolds_1_174	-	GH13_38(33-398)	-	GH13_38	2
demux_S_99.scaffolds_1_3	-	CBM32(309-437)	-	CBM32	2
demux_S_99.scaffolds_1_34	-	GH2(42-746)	-	GH2	2
demux_S_99.scaffolds_1_35	-	GH130(55-366)	-	GH130	2
demux_S_99.scaffolds_1_44	-	GH2(20-589)	-	GH2	2
demux_S_99.scaffolds_1_49	-	PL33_1(285-431)	-	PL33_1	2
demux_S_99.scaffolds_1_50	-	GH88(71-395)	-	GH88	2
demux_S_99.scaffolds_1_93	-	GH171(49-393)	-	GH171	2
demux_S_99.scaffolds_21_21	-	GT4(194-337)	-	-	1
demux_S_99.scaffolds_21_25	-	GT2(7-170)	-	-	1
demux_S_99.scaffolds_21_28	-	GT4(189-335)	-	-	1
demux_S_99.scaffolds_21_29	-	GT4(188-316)	-	-	1
demux_S_99.scaffolds_21_30	-	PL12(308-437)	-	PL0	2
demux_S_99.scaffolds_21_42	2.4.1.11	GT3(13-351)	2.4.1.-	GT3	3
demux_S_99.scaffolds_21_43	-	GT35(124-689)	-	GT35	2
demux_S_99.scaffolds_21_53	-	CE1(34-221)	-	-	1
demux_S_99.scaffolds_22_12	-	GH3(101-326)	-	GH3	2
demux_S_99.scaffolds_22_14	-	CE15(37-411)	-	CE15	2
demux_S_99.scaffolds_23_13	-	GH95(22-803)	-	GH95	2
demux_S_99.scaffolds_23_4	-	GH105(60-368)	-	GH105	2
demux_S_99.scaffolds_23_41	3.2.1.51	GH29(27-335)	3.2.1.-	GH29	3
demux_S_99.scaffolds_25_6	-	GH2(36-797)	-	GH2	2
demux_S_99.scaffolds_25_9	-	GH92(251-744)	-	GH92	2
demux_S_99.scaffolds_26_24	-	GH20(155-511)	-	GH20	2
demux_S_99.scaffolds_27_20	-	GH109(3-150)	-	-	1
demux_S_99.scaffolds_28_13	-	GH92(227-747)	-	GH92	2
demux_S_99.scaffolds_28_14	-	GH92(239-746)	-	GH92	2
demux_S_99.scaffolds_28_31	-	GH23(102-231)	-	GH23	2
demux_S_99.scaffolds_29_25	-	GH76(38-372)	-	GH76	2
demux_S_99.scaffolds_29_26	-	GH125(75-473)	-	GH125	2
demux_S_99.scaffolds_29_41	-	GH92(245-751)	-	GH92	2
demux_S_99.scaffolds_2_101	3.2.1.169|3.2.1.35	GH84(148-438)	3.2.1.-	GH84	3
demux_S_99.scaffolds_2_102	-	GH109(2-151)	-	-	1
demux_S_99.scaffolds_2_24	-	GH2(296-892)	-	-	1
demux_S_99.scaffolds_2_40	3.2.1.23	CBM13(33-179)+GH2(225-1076)	3.2.1.-	GH2	3
demux_S_99.scaffolds_2_41	-	GH78(87-540)	-	GH78	2
demux_S_99.scaffolds_2_47	-	GH109(50-460)	-	GH109	2
demux_S_99.scaffolds_2_94	-	GH31(455-679)	-	CBM32+GH31	2
demux_S_99.scaffolds_30_7	-	GH109(38-198)	-	-	1
demux_S_99.scaffolds_31_32	-	GH92(24-503)	-	GH92	2
demux_S_99.scaffolds_31_34	-	GT30(27-204)	-	GT30	2
demux_S_99.scaffolds_32_14	-	GT2(6-167)	-	GT2	2
demux_S_99.scaffolds_32_36	-	GH20(150-491)	-	GH20	2
demux_S_99.scaffolds_32_6	-	GH51(197-650)	-	GH51	2
demux_S_99.scaffolds_33_21	-	CE1(33-280)	-	-	1
demux_S_99.scaffolds_33_28	-	GH43_31(34-292)	-	GH43_31	2
demux_S_99.scaffolds_36_13	-	GH20(158-509)	-	GH20	2
demux_S_99.scaffolds_36_3	3.2.1.21	GH3(158-383)	3.2.1.-	GH3	3
demux_S_99.scaffolds_36_32	-	GH23(130-263)+CBM50(471-514)	-	CBM50+GH23	2
demux_S_99.scaffolds_37_14	-	GT2(244-379)	-	GT2	2
demux_S_99.scaffolds_37_18	-	CE7(128-421)	-	CE7	2
demux_S_99.scaffolds_38_18	-	CBM67(142-341)+GH78(367-858)	-	GH78	2
demux_S_99.scaffolds_38_30	-	CE4(22-126)	-	CE4	2
demux_S_99.scaffolds_38_8	-	GH43_24(53-346)	-	GH43_24	2
demux_S_99.scaffolds_39_16	-	GH43_33(41-360)	-	GH43_33	2
demux_S_99.scaffolds_39_2	-	CBM51(123-196)	-	CBM51	2
demux_S_99.scaffolds_39_4	-	GH89(61-625)	-	GH89	2
demux_S_99.scaffolds_3_12	-	GH20(136-473)	-	GH20	2
demux_S_99.scaffolds_3_2	-	GH120(311-401)	-	GH120	2
demux_S_99.scaffolds_3_22	-	GH73(13-143)	-	GH73	2
demux_S_99.scaffolds_3_3	-	GH2(209-1012)	-	GH2	2
demux_S_99.scaffolds_3_38	3.2.1.22|3.2.1.N1|3.2.1.N2	GH110(23-586)	3.2.1.-	GH110	3
demux_S_99.scaffolds_3_55	-	GH2(18-637)	-	GH2	2
demux_S_99.scaffolds_3_68	-	GH16_24(43-281)	-	GH16_24	2
demux_S_99.scaffolds_3_70	-	GH89(55-712)	-	GH89	2
demux_S_99.scaffolds_3_71	-	GH31(142-528)	-	GH31	2
demux_S_99.scaffolds_3_79	-	GH2(27-718)	-	GH2	2
demux_S_99.scaffolds_3_87	-	GH43(37-321)	-	GH95	2
demux_S_99.scaffolds_3_88	-	GH43_18(42-290)	-	GH95	2
demux_S_99.scaffolds_3_9	-	GH2(48-869)	-	GH2	2
demux_S_99.scaffolds_3_96	-	GH109(44-196)	-	-	1
demux_S_99.scaffolds_40_15	-	GT2(59-181)	-	GT2	2
demux_S_99.scaffolds_40_26	-	GH105(7-317)	-	GH105	2
demux_S_99.scaffolds_42_33	-	GH2(64-964)	-	GH2	2
demux_S_99.scaffolds_43_13	-	GH31(208-636)	-	GH31	2
demux_S_99.scaffolds_43_3	-	GH2(23-717)	-	GH2	2
