Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_339.scaffolds_10_102	-	GH95(27-759)	-	GH95	2
demux_S_339.scaffolds_10_103	-	GH105(49-396)	-	GH105	2
demux_S_339.scaffolds_10_104	-	GH140(36-462)	-	GH140	2
demux_S_339.scaffolds_10_105	-	CBM67(144-329)+GH78(357-887)+GH33(920-1275)	-	GH33+GH78	2
demux_S_339.scaffolds_10_109	-	CE19(118-449)	-	CE19	2
demux_S_339.scaffolds_10_110	-	GH28(53-421)	-	GH28+3.2.1.67	2
demux_S_339.scaffolds_10_111	-	CBM67(200-355)+GH78(395-933)	-	GH78	2
demux_S_339.scaffolds_10_112	-	GH143(21-570)+GH142(634-1101)	-	GH142+GH143	2
demux_S_339.scaffolds_10_113	-	GH43_18(66-292)	-	GH43_18	2
demux_S_339.scaffolds_10_115	-	PL1_2(135-328)	-	PL1_2	2
demux_S_339.scaffolds_10_123	-	GH92(260-746)	-	GH92	2
demux_S_339.scaffolds_10_124	2.4.1.320|2.4.1.319	GH130(19-317)	2.4.1.-	GH130	3
demux_S_339.scaffolds_10_126	-	GH163(197-451)	-	GH163	2
demux_S_339.scaffolds_10_143	-	GH20(154-507)	-	GH20	2
demux_S_339.scaffolds_10_69	-	PL29(103-329)	-	-	1
demux_S_339.scaffolds_10_70	-	PL1_2(134-324)	-	PL1_2	2
demux_S_339.scaffolds_10_73	-	GH2(43-642)	-	GH2	2
demux_S_339.scaffolds_10_74	-	GH139(2-802)	-	GH139+3.2.1.-	2
demux_S_339.scaffolds_10_76	-	GH106(362-724)	-	GH106+3.2.1.40	2
demux_S_339.scaffolds_10_82	-	GH2(40-830)	-	GH2	2
demux_S_339.scaffolds_10_83	3.2.1.23	GH2(52-976)	3.2.1.-	GH2	3
demux_S_339.scaffolds_10_88	-	GH137(21-369)+GH2(372-815)+CBM57(1081-1242)	-	CBM57+GH137+GH2	2
demux_S_339.scaffolds_10_89	-	GH138(1-899)	-	GH138	2
demux_S_339.scaffolds_10_94	-	GH78(186-680)	-	GH78	2
demux_S_339.scaffolds_10_95	-	GH141(21-581)	-	GH141	2
demux_S_339.scaffolds_10_96	-	GH127(44-607)	-	GH127	2
demux_S_339.scaffolds_11_157	-	GH97(13-666)	-	GH97	2
demux_S_339.scaffolds_11_164	-	CE9(5-378)	-	CE9	2
demux_S_339.scaffolds_11_165	-	CE9(5-378)	-	CE9	2
demux_S_339.scaffolds_11_66	-	GH13_38(33-400)	-	GH13_38	2
demux_S_339.scaffolds_11_68	2.4.1.18	GH13_8(220-511)	2.4.1.-	GH13_8	3
demux_S_339.scaffolds_11_84	-	GH2(27-596)	-	GH2	2
demux_S_339.scaffolds_11_98	-	GT51(56-244)	-	GT51	2
demux_S_339.scaffolds_12_12	-	GH2(50-700)	-	GH2	2
demux_S_339.scaffolds_12_13	-	GH92(212-733)	-	GH92	2
demux_S_339.scaffolds_12_20	-	GH2(227-1021)	-	GH2	2
demux_S_339.scaffolds_12_21	-	GH95(321-984)	-	GH95	2
demux_S_339.scaffolds_12_22	-	GH3(64-305)	-	GH3	2
demux_S_339.scaffolds_12_24	3.2.1.21	GH3(206-426)	3.2.1.-	GH3	3
demux_S_339.scaffolds_12_25	-	GH43_2(90-358)+GH43_2(423-689)	-	GH43_2	2
demux_S_339.scaffolds_12_3	3.2.1.80	GH32(150-439)	3.2.1.-	GH32	3
