Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_69.scaffolds_10_127	-	CE1(446-671)	-	-	1
demux_S_69.scaffolds_10_139	-	GT2(9-154)	-	GT2	2
demux_S_69.scaffolds_10_14	-	GT2(6-135)	-	GT2	2
demux_S_69.scaffolds_10_148	-	GT8(3-245)	-	GT8	2
demux_S_69.scaffolds_10_151	-	GT27(9-242)	-	GT2	2
demux_S_69.scaffolds_10_153	-	GT4(195-333)	-	GT4	2
demux_S_69.scaffolds_10_16	-	GT4(178-328)	-	GT4	2
demux_S_69.scaffolds_10_17	-	GT4(166-298)	-	GT4	2
demux_S_69.scaffolds_10_183	-	GT2(9-194)	-	GT2	2
demux_S_69.scaffolds_10_19	-	PL12_3(337-458)	-	PL0	2
demux_S_69.scaffolds_10_196	-	GH20(72-331)	-	GH20	2
demux_S_69.scaffolds_10_202	-	GH2(18-699)	-	GH2	2
demux_S_69.scaffolds_10_35	3.2.1.55	GH51(21-510)	3.2.1.-	GH51	3
demux_S_69.scaffolds_10_59	-	GT2(5-169)	-	GT2	2
demux_S_69.scaffolds_10_87	3.2.1.23	GH35(37-359)	3.2.1.-	GH35	3
demux_S_69.scaffolds_10_92	-	GH73(11-143)	-	GH73	2
demux_S_69.scaffolds_11_107	-	GH2(50-489)	-	GH2	2
demux_S_69.scaffolds_11_159	2.4.1.129	GT51(57-222)	2.4.1.-	GT51	3
demux_S_69.scaffolds_11_166	-	GH97(15-661)	-	GH97	2
demux_S_69.scaffolds_11_2	3.2.1.21	GH3(107-327)	3.2.1.-	GH3	3
demux_S_69.scaffolds_11_70	-	GT2(7-124)	-	GT2	2
demux_S_69.scaffolds_11_73	-	GT4(235-362)	-	GT4	2
demux_S_69.scaffolds_11_79	3.2.1.22	GH36(27-709)	3.2.1.-	GH36	3
demux_S_69.scaffolds_12_109	-	GH109(3-148)	-	-	1
demux_S_69.scaffolds_12_111	-	GH109(41-195)	-	-	1
demux_S_69.scaffolds_12_117	3.2.1.51	GH29(34-338)	3.2.1.-	GH29	3
demux_S_69.scaffolds_12_23	3.2.1.22|3.2.1.N1|3.2.1.N2	GH110(26-591)	3.2.1.-	GH110	3
demux_S_69.scaffolds_12_38	-	GT9(72-320)	-	GT9	2
demux_S_69.scaffolds_12_41	-	GT4(190-320)	-	GT4	2
demux_S_69.scaffolds_12_42	-	GT4(202-347)	-	GT4	2
demux_S_69.scaffolds_12_44	-	CE4(33-129)	-	-	1
