Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_23.scaffolds_10_28	-	GH73(12-144)	-	GH73	2
demux_S_23.scaffolds_10_68	-	GT2(54-272)	-	GT2	2
demux_S_23.scaffolds_10_70	-	GT2(42-149)	-	GT2	2
demux_S_23.scaffolds_10_71	-	GT4(208-353)	-	GT4	2
demux_S_23.scaffolds_10_72	-	GT101(57-280)	-	GT101	2
demux_S_23.scaffolds_10_75	-	GT2(9-163)	-	GT2	2
demux_S_23.scaffolds_10_86	-	GT2(43-263)	-	GT2	2
demux_S_23.scaffolds_10_87	-	GT2(8-182)	-	GT2	2
demux_S_23.scaffolds_11_26	-	PL29(103-329)	-	-	1
demux_S_23.scaffolds_11_27	-	PL1_2(134-324)	-	PL1_2	2
demux_S_23.scaffolds_11_30	-	GH2(43-642)	-	GH2	2
demux_S_23.scaffolds_11_31	-	GH139(2-802)	-	GH139+3.2.1.-	2
demux_S_23.scaffolds_11_33	-	GH106(362-724)	-	GH106+3.2.1.40	2
demux_S_23.scaffolds_11_39	-	GH2(40-830)	-	GH2	2
demux_S_23.scaffolds_11_40	3.2.1.23	GH2(52-976)	3.2.1.-	GH2	3
demux_S_23.scaffolds_11_45	-	GH137(21-369)+GH2(372-815)+CBM57(1081-1242)	-	CBM57+GH137+GH2	2
demux_S_23.scaffolds_11_46	-	GH138(1-899)	-	GH138	2
demux_S_23.scaffolds_11_51	-	GH78(186-680)	-	GH78	2
demux_S_23.scaffolds_11_52	-	GH141(21-581)	-	GH141	2
demux_S_23.scaffolds_11_53	-	GH127(44-607)	-	GH127	2
demux_S_23.scaffolds_11_59	-	GH95(27-759)	-	GH95	2
demux_S_23.scaffolds_11_60	-	GH105(49-396)	-	GH105	2
demux_S_23.scaffolds_11_61	-	GH140(36-462)	-	GH140	2
demux_S_23.scaffolds_11_62	-	CBM67(144-329)+GH78(357-887)+GH33(920-1275)	-	GH33+GH78	2
demux_S_23.scaffolds_11_66	-	CE19(118-449)	-	CE19	2
demux_S_23.scaffolds_11_67	-	GH28(53-421)	-	GH28+3.2.1.67	2
demux_S_23.scaffolds_11_68	-	CBM67(200-355)+GH78(395-933)	-	GH78	2
demux_S_23.scaffolds_11_69	-	GH143(21-570)+GH142(634-1101)	-	GH142+GH143	2
demux_S_23.scaffolds_11_70	-	GH43_18(66-292)	-	GH43_18	2
demux_S_23.scaffolds_11_72	-	PL1_2(135-328)	-	PL1_2	2
demux_S_23.scaffolds_11_80	-	GH92(260-746)	-	GH92	2
demux_S_23.scaffolds_11_81	2.4.1.320|2.4.1.319	GH130(19-317)	2.4.1.-	GH130	3
demux_S_23.scaffolds_11_83	-	GH163(197-451)	-	GH163	2
demux_S_23.scaffolds_12_115	-	GH3(108-331)	-	GH3	2
demux_S_23.scaffolds_12_122	-	GH2(24-716)+CBM32(724-837)	-	CBM32+GH2	2
demux_S_23.scaffolds_12_33	-	CE7(145-445)	-	CE7	2
demux_S_23.scaffolds_12_34	-	CBM67(144-318)+GH78(347-856)	-	GH78	2
demux_S_23.scaffolds_12_35	-	CBM67(344-514)+GH78(569-1102)	-	GH78	2
demux_S_23.scaffolds_12_56	-	GT51(435-588)	-	GT51	2
demux_S_23.scaffolds_12_7	-	GH16_3(36-262)	-	GH16_3	2
demux_S_23.scaffolds_12_96	-	GH20(142-479)	-	GH20	2
demux_S_23.scaffolds_13_121	-	GT2(3-109)	-	GT2	2
demux_S_23.scaffolds_13_123	-	GT2(4-163)	-	GT2	2
demux_S_23.scaffolds_13_18	-	GH20(143-477)	-	GH20	2
demux_S_23.scaffolds_13_22	3.2.1.51	GH29(52-373)+CBM32(499-599)	3.2.1.-	GH29	3
demux_S_23.scaffolds_13_23	-	GH2(64-908)	-	GH2	2
demux_S_23.scaffolds_13_24	-	GH20(158-517)	-	GH20	2
demux_S_23.scaffolds_13_29	-	GH18(297-533)	-	GH18	2
demux_S_23.scaffolds_13_42	-	GT4(192-339)	-	GT4	2
demux_S_23.scaffolds_13_75	3.2.1.41|3.2.1.142	GH13_14(202-526)	3.2.1.-	GH13_14	3
demux_S_23.scaffolds_14_11	-	GT2(5-150)	-	GT2	2
demux_S_23.scaffolds_14_64	2.4.1.129	GT51(50-213)	2.4.1.-	GT51	3
demux_S_23.scaffolds_15_102	-	GH97(15-704)	-	GH97	2
demux_S_23.scaffolds_15_14	-	GH95(111-690)	-	GH95	2
demux_S_23.scaffolds_15_15	-	PL12_2(423-557)	-	PL12_2	2
demux_S_23.scaffolds_15_19	-	PL8_2(614-818)	-	PL8_2	2
demux_S_23.scaffolds_15_20	-	GH95(21-798)	-	GH95	2
demux_S_23.scaffolds_15_21	-	GH88(102-416)	-	GH88	2
demux_S_23.scaffolds_15_22	-	PL12_2(404-534)	-	PL12_2	2
demux_S_23.scaffolds_15_27	-	PL15_2(534-689)	-	PL15_2	2
demux_S_23.scaffolds_15_47	-	CBM32(309-436)	-	CBM32	2
demux_S_23.scaffolds_16_26	-	GH29(26-358)	-	GH29	2
demux_S_23.scaffolds_16_33	-	GH76(157-487)	-	GH76	2
demux_S_23.scaffolds_16_40	-	GH92(237-742)	-	GH92	2
demux_S_23.scaffolds_16_42	-	GH76(68-366)	-	GH76	2
demux_S_23.scaffolds_16_43	-	GH125(70-466)	-	GH125	2
demux_S_23.scaffolds_16_44	-	GH130(63-372)	-	GH130+3.2.1.197	2
demux_S_23.scaffolds_16_48	-	GT32(29-103)	-	GT32	2
demux_S_23.scaffolds_16_49	-	GT32(20-101)	-	GT32	2
demux_S_23.scaffolds_16_51	-	GH38(31-285)+CBM32(1078-1196)	-	GH38	2
demux_S_23.scaffolds_16_52	-	GH92(246-736)	-	GH92	2
demux_S_23.scaffolds_17_38	-	GH20(159-524)	-	GH20	2
demux_S_23.scaffolds_17_4	-	GH133(285-636)	-	GH133	2
demux_S_23.scaffolds_17_5	-	GT4(240-385)	-	GT4	2
demux_S_23.scaffolds_17_59	-	GH89(65-729)	-	GH89	2
demux_S_23.scaffolds_17_6	-	GH57(20-327)	-	GH57	2
demux_S_23.scaffolds_17_8	-	GT5(6-237)	-	GT5	2
demux_S_23.scaffolds_18_1	-	GH73(14-144)	-	GH73	2
demux_S_23.scaffolds_19_19	-	CE1(446-688)	-	-	1
demux_S_23.scaffolds_19_34	-	GT2(11-138)	-	GT2	2
demux_S_23.scaffolds_1_155	-	GH16_3(138-367)	-	GH16_3	2
demux_S_23.scaffolds_1_156	-	GH18(46-334)	-	GH18	2
demux_S_23.scaffolds_1_211	3.2.1.22	GH36(26-701)	3.2.1.-	GH36	3
demux_S_23.scaffolds_1_212	-	GH43_10(37-295)	-	GH43_10+3.2.1.55	2
demux_S_23.scaffolds_1_214	-	GH3(92-311)	-	GH3	2
demux_S_23.scaffolds_1_215	-	GH2(61-757)+CBM32(736-844)	-	CBM32+GH2	2
demux_S_23.scaffolds_1_225	-	GT4(189-341)	-	GT4	2
demux_S_23.scaffolds_1_226	-	GT4(198-341)	-	GT0	2
demux_S_23.scaffolds_1_227	-	GT4(200-349)	-	GT4	2
demux_S_23.scaffolds_1_229	-	GT2(9-149)	-	GT2	2
demux_S_23.scaffolds_1_231	-	GT14(4-256)	-	GT14	2
demux_S_23.scaffolds_1_232	-	GT14(9-236)	-	GT14	2
demux_S_23.scaffolds_1_233	-	GT32(82-159)	-	GT32	2
demux_S_23.scaffolds_1_234	-	GT8(5-252)	-	GT8	2
demux_S_23.scaffolds_1_235	-	GT2(4-126)	-	GT2	2
demux_S_23.scaffolds_1_237	-	GT2(8-120)	-	GT2	2
demux_S_23.scaffolds_1_243	-	GT2(13-142)	-	GT2	2
demux_S_23.scaffolds_1_252	-	GH93(62-332)	-	-	1
demux_S_23.scaffolds_1_255	-	GH43_31(47-309)	-	GH43_31	2
demux_S_23.scaffolds_1_258	-	GH43_31(45-306)	-	GH43_31	2
demux_S_23.scaffolds_1_261	-	GH43_3(26-309)	-	GH43_3	2
demux_S_23.scaffolds_1_262	-	GH159(32-260)	-	GH159	2
demux_S_23.scaffolds_1_269	-	GH116(413-780)	-	GH116	2
demux_S_23.scaffolds_1_272	-	GH146(50-571)	-	GH146	2
demux_S_23.scaffolds_1_273	-	GH43_26(27-326)+GH106(539-1104)	-	GH106+GH43_26	2
demux_S_23.scaffolds_1_274	-	GH88(67-392)	-	GH88	2
demux_S_23.scaffolds_1_277	-	GH154(26-385)	-	GH154	2
demux_S_23.scaffolds_1_282	-	GH105(46-358)	-	GH105	2
demux_S_23.scaffolds_1_283	-	GH2(51-485)	-	GH2	2
demux_S_23.scaffolds_1_299	-	GT4(209-354)	-	GT4	2
demux_S_23.scaffolds_1_301	-	GT4(221-371)	-	GT4	2
demux_S_23.scaffolds_1_310	-	GT4(251-384)	-	GT4	2
demux_S_23.scaffolds_1_311	-	GT2(11-158)	-	GT2	2
demux_S_23.scaffolds_1_312	-	GH115(26-777)	-	GH115	2
demux_S_23.scaffolds_1_313	-	GH43_24(48-285)	-	GH43_24	2
demux_S_23.scaffolds_1_316	-	GH105(48-365)+PL33_2(770-918)	-	GH105+PL33_2	2
demux_S_23.scaffolds_1_317	-	PL8_3(345-597)	-	PL8_3	2
demux_S_23.scaffolds_1_322	-	GH2(21-692)	-	GH2	2
demux_S_23.scaffolds_1_323	-	GH29(23-382)	-	GH29	2
demux_S_23.scaffolds_1_338	3.2.1.37|3.2.1.55	GH3(58-304)	3.2.1.-	GH3	3
demux_S_23.scaffolds_1_345	-	CBM32(236-362)	-	CBM32	2
demux_S_23.scaffolds_1_352	-	GH154(2-355)	-	GH154	2
demux_S_23.scaffolds_1_356	-	GH30_6(56-510)	-	GH30_6	2
demux_S_23.scaffolds_1_358	2.4.1.281	GH130(50-362)	2.4.1.-	GH130	3
demux_S_23.scaffolds_1_376	-	GH30_4(30-523)	-	GH30_4	2
demux_S_23.scaffolds_1_383	-	GH18(65-311)	-	GH18	2
demux_S_23.scaffolds_1_400	-	GT35(272-734)	-	GT35	2
demux_S_23.scaffolds_1_440	3.2.1.22	GH27(223-462)	3.2.1.-	GH27	3
demux_S_23.scaffolds_1_6	-	GH2(22-453)	-	GH2	2
demux_S_23.scaffolds_1_76	-	GT30(43-205)	-	GT30	2
demux_S_23.scaffolds_1_80	-	GH123(59-596)	-	GH123	2
demux_S_23.scaffolds_20_29	-	GH73(40-167)	-	CBM50+GH73	2
demux_S_23.scaffolds_21_103	-	GH109(38-189)	-	-	1
demux_S_23.scaffolds_21_15	-	GH23(97-233)	-	GH23	2
demux_S_23.scaffolds_21_49	-	GH24(8-135)	-	-	1
demux_S_23.scaffolds_22_20	-	GH20(153-509)	-	GH20	2
demux_S_23.scaffolds_23_12	-	GH2(50-700)	-	GH2	2
demux_S_23.scaffolds_23_13	-	GH92(212-733)	-	GH92	2
demux_S_23.scaffolds_23_20	-	GH2(227-1021)	-	GH2	2
demux_S_23.scaffolds_23_21	-	GH95(321-984)	-	GH95	2
demux_S_23.scaffolds_23_22	-	GH3(64-305)	-	GH3	2
demux_S_23.scaffolds_23_24	3.2.1.21	GH3(206-426)	3.2.1.-	GH3	3
demux_S_23.scaffolds_23_25	-	GH43_2(90-358)+GH43_2(423-689)	-	GH43_2	2
demux_S_23.scaffolds_23_3	3.2.1.80	GH32(150-439)	3.2.1.-	GH32	3
demux_S_23.scaffolds_23_4	-	GH32(53-350)	-	GH32	2
demux_S_23.scaffolds_23_9	-	GH32(139-439)	-	GH32	2
demux_S_23.scaffolds_24_1	3.2.1.51	GH29(35-340)	3.2.1.-	GH29	3
demux_S_23.scaffolds_24_24	3.2.1.1|3.2.1.98	GH13_5(30-370)	3.2.1.-	GH13_5	3
demux_S_23.scaffolds_24_25	-	GH13_14(186-512)	-	GH13_14	2
demux_S_23.scaffolds_24_32	-	GH2(41-607)	-	GH2	2
demux_S_23.scaffolds_24_35	-	GH95(44-788)	-	GH95	2
demux_S_23.scaffolds_24_36	-	GH20(147-488)	-	GH20	2
demux_S_23.scaffolds_24_59	-	PL13(23-392)	-	PL13	2
demux_S_23.scaffolds_24_61	-	GH2(19-634)	-	GH2	2
demux_S_23.scaffolds_25_39	-	GH29(22-320)	-	GH29	2
demux_S_23.scaffolds_25_45	-	GH92(234-741)	-	GH92	2
demux_S_23.scaffolds_25_46	-	GH92(266-759)	-	GH92	2
demux_S_23.scaffolds_25_48	-	GH92(241-738)	-	GH92	2
demux_S_23.scaffolds_26_31	-	GH28(194-450)	-	GH28	2
demux_S_23.scaffolds_27_40	-	GH29(24-355)	-	GH29	2
demux_S_23.scaffolds_28_14	-	CE1(503-714)	-	GH43_29	2
demux_S_23.scaffolds_28_39	-	GH18(66-246)	-	GH18	2
demux_S_23.scaffolds_28_49	2.4.1.1	GT35(270-716)	2.4.1.-	GT35	3
demux_S_23.scaffolds_28_50	2.4.1.11	GT3(13-347)	2.4.1.-	GT3	3
demux_S_23.scaffolds_2_206	-	GH127(39-620)	-	GH127	2
demux_S_23.scaffolds_2_214	-	GH92(523-1041)	-	GH92	2
demux_S_23.scaffolds_2_220	-	GH92(526-1035)	-	GH92	2
demux_S_23.scaffolds_2_221	-	GH43_24(52-309)	-	GH43_24	2
demux_S_23.scaffolds_2_222	-	GH38(297-568)	-	GH38	2
demux_S_23.scaffolds_2_245	-	GH171(44-387)	-	GH171	2
demux_S_23.scaffolds_2_255	2.4.1.25	CBM20(137-214)+GH77(240-885)	2.4.1.-	CBM20+GH77	3
demux_S_23.scaffolds_2_257	-	GT4(143-268)	-	GT4	2
demux_S_23.scaffolds_2_260	-	GT2(4-131)	-	GT2	2
demux_S_23.scaffolds_2_267	-	GH109(38-189)	-	-	1
demux_S_23.scaffolds_2_300	-	GH2(221-1075)	-	GH2	2
demux_S_23.scaffolds_2_301	-	GH29(35-330)	-	GH29+3.2.1.111	2
demux_S_23.scaffolds_2_303	-	CBM32(180-310)	-	CBM0	2
demux_S_23.scaffolds_2_308	-	GH92(236-741)	-	GH92	2
demux_S_23.scaffolds_2_363	-	PL10_1(61-349)	-	PL10_1	2
demux_S_23.scaffolds_30_27	-	GH92(220-733)	-	GH92+3.2.1.-	2
demux_S_23.scaffolds_30_31	3.2.1.130	GH99(44-371)	3.2.1.-	GH99+3.2.1.130+3.2.1.198	3
demux_S_23.scaffolds_30_35	-	GH20(155-478)	-	GH20	2
demux_S_23.scaffolds_31_36	-	GT2(15-133)	-	GT2	2
demux_S_23.scaffolds_31_42	-	GT2(5-134)	-	GT2	2
demux_S_23.scaffolds_31_43	-	GT4(182-327)	-	GT4	2
demux_S_23.scaffolds_31_45	-	GT2(3-135)	-	GT2	2
demux_S_23.scaffolds_31_52	-	GT4(222-374)	-	GT4	2
demux_S_23.scaffolds_32_1	-	GH20(155-514)	-	GH20	2
demux_S_23.scaffolds_32_19	-	PL33_1(430-576)	-	PL33_1	2
demux_S_23.scaffolds_32_2	3.2.1.169|3.2.1.35	GH84(151-443)	3.2.1.-	GH84	3
demux_S_23.scaffolds_33_1	-	GH43_4(161-529)	-	GH43_4	2
demux_S_23.scaffolds_33_10	-	GH43_29(25-303)	-	GH43_29	2
demux_S_23.scaffolds_33_33	-	GT4(228-387)	-	GT4	2
demux_S_23.scaffolds_33_37	-	GT2(5-138)	-	-	1
demux_S_23.scaffolds_33_8	-	GH43_4(60-372)	-	GH43_4	2
demux_S_23.scaffolds_33_9	-	GH51(198-658)	-	GH51	2
demux_S_23.scaffolds_35_8	-	GH27(142-385)	-	CBM35+GH27	2
demux_S_23.scaffolds_38_3	-	CBM32(306-432)	-	CBM32	2
demux_S_23.scaffolds_3_100	-	GH130(63-372)	-	GH130	2
demux_S_23.scaffolds_3_101	-	GH43_8(27-303)	-	GH43_8	2
demux_S_23.scaffolds_3_115	-	GH105(52-396)	-	GH105	2
demux_S_23.scaffolds_3_116	-	CE8(32-313)	-	CE8	2
demux_S_23.scaffolds_3_117	3.1.1.11	CE12(33-264)+CE8(280-552)	3.1.1.-	CE12+CE8	3
demux_S_23.scaffolds_3_123	-	PL1_2(92-280)	-	PL1_2	2
demux_S_23.scaffolds_3_124	-	PL1_2(114-305)	-	PL1_2	2
demux_S_23.scaffolds_3_127	-	PL1_2(127-330)	-	PL1_2	2
demux_S_23.scaffolds_3_131	-	GH28(84-489)	-	GH28	2
demux_S_23.scaffolds_3_147	-	GH106(20-914)	-	GH106	2
demux_S_23.scaffolds_3_148	5.1.3.37|4.2.2.3	GH28(48-395)	5.1.3.-	GH28	3
demux_S_23.scaffolds_3_150	-	GH28(83-455)	-	GH28	2
demux_S_23.scaffolds_3_151	-	CE12(163-367)	-	CE12	2
demux_S_23.scaffolds_3_152	-	GH2(22-699)	-	GH2+3.2.1.23	2
demux_S_23.scaffolds_3_153	-	GH43_18(67-301)+GH42(340-714)	-	GH42+GH43_18	2
demux_S_23.scaffolds_3_154	-	GH28(74-418)	-	GH28	2
demux_S_23.scaffolds_3_155	-	CE4(33-159)	-	CE0	2
demux_S_23.scaffolds_3_156	-	GH28(74-450)	-	GH28	2
demux_S_23.scaffolds_3_157	4.2.2.23|4.2.2.24	PL11_1(64-638)	4.2.2.-	PL11_1	3
demux_S_23.scaffolds_3_158	-	GH2(25-776)	-	GH2	2
demux_S_23.scaffolds_3_159	-	GH2(43-724)	-	GH2+3.2.1.23	2
demux_S_23.scaffolds_3_160	-	GH27(212-447)	-	CBM35+GH27	2
demux_S_23.scaffolds_3_163	-	GH35(44-400)	-	GH35	2
demux_S_23.scaffolds_3_173	-	PL9(20-440)	-	PL9_1	2
demux_S_23.scaffolds_3_176	-	PL26(239-1094)	-	PL26	2
demux_S_23.scaffolds_3_177	-	CE12(36-255)+CE12(287-502)	-	CE12	2
demux_S_23.scaffolds_3_178	-	GH105(61-377)	-	GH105	2
demux_S_23.scaffolds_3_179	4.2.2.23|4.2.2.24	PL11_1(30-600)	4.2.2.-	PL11_1	3
demux_S_23.scaffolds_3_180	-	GH105(97-432)	-	GH105	2
demux_S_23.scaffolds_3_183	-	CE4(312-431)	-	CE0	2
demux_S_23.scaffolds_3_184	-	CE6(91-183)	-	CE6	2
demux_S_23.scaffolds_3_185	-	GH2(21-556)	-	GH2	2
demux_S_23.scaffolds_3_187	-	PL9_1(20-423)	-	PL9_1	2
demux_S_23.scaffolds_3_189	-	GH43_10(39-309)	-	GH43_10	2
demux_S_23.scaffolds_3_191	-	GH28(82-479)	-	GH28	2
demux_S_23.scaffolds_3_209	4.2.1.59|3.5.1.108	CE11(4-224)	3.5.1.-+4.2.1.-	CE11	3
demux_S_23.scaffolds_3_23	-	GH92(230-737)	-	GH92	2
demux_S_23.scaffolds_3_24	-	GH92(244-751)	-	GH92	2
demux_S_23.scaffolds_3_246	-	GH2(58-961)	-	GH2	2
demux_S_23.scaffolds_3_248	-	GH109(53-457)	-	GH109	2
demux_S_23.scaffolds_3_255	3.2.1.22|3.2.1.N1|3.2.1.N2	GH110(27-582)	3.2.1.-	GH110	3
demux_S_23.scaffolds_3_256	-	GH109(18-416)	-	GH109	2
demux_S_23.scaffolds_3_27	-	GH92(238-732)	-	GH92	2
demux_S_23.scaffolds_3_32	-	GH23(129-261)	-	CBM50+GH23	2
demux_S_23.scaffolds_3_37	-	GT19(4-357)	-	GT19	2
demux_S_23.scaffolds_3_55	3.2.1.23	GH2(68-1004)+CBM32(1212-1338)	3.2.1.-	GH2	3
