Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_113.scaffolds_10_1	-	GH28(27-287)	-	GH28	2
demux_S_113.scaffolds_10_106	-	GH23(314-421)	-	GH23	2
demux_S_113.scaffolds_10_116	-	GH123(51-542)	-	GH123	2
demux_S_113.scaffolds_10_117	-	GH20(147-470)	-	GH20	2
demux_S_113.scaffolds_10_126	-	GH109(5-185)	-	-	1
demux_S_113.scaffolds_10_18	-	GH2(21-451)	-	GH2	2
demux_S_113.scaffolds_10_3	-	GH146(50-555)	-	GH146	2
demux_S_113.scaffolds_10_39	-	GH9(331-800)	-	-	1
demux_S_113.scaffolds_10_47	-	GH55(37-673)	-	GH55	2
demux_S_113.scaffolds_10_48	-	GH55(30-614)	-	GH55	2
demux_S_113.scaffolds_10_5	-	GH97(14-628)	-	GH97	2
demux_S_113.scaffolds_10_6	-	GH43_10(38-307)	-	GH43_10	2
demux_S_113.scaffolds_10_7	-	GH88(71-395)	-	GH88	2
demux_S_113.scaffolds_10_71	3.2.1.21	GH3(150-375)	3.2.1.-	GH3	3
demux_S_113.scaffolds_11_101	-	GH38(38-257)+CBM32(1085-1205)	-	GH38	2
demux_S_113.scaffolds_11_102	-	GH97(11-648)	-	GH97	2
demux_S_113.scaffolds_11_104	3.2.1.23	GH2(60-925)+CBM32(1147-1271)+CBM32(1294-1414)	3.2.1.-	CBM32+GH2	3
demux_S_113.scaffolds_11_15	-	GH2(29-509)	-	GH2+3.2.1.31	2
demux_S_113.scaffolds_11_2	-	GH2(33-598)	-	GH2	2
demux_S_113.scaffolds_11_20	-	GH55(144-469)	-	GH55	2
demux_S_113.scaffolds_11_21	-	GH2(31-592)+CBM57(721-880)	-	CBM57+GH2	2
demux_S_113.scaffolds_11_22	-	PL38(64-339)+GH88(451-780)	-	GH88+PL38	2
demux_S_113.scaffolds_11_23	-	GH2(24-618)	-	GH2	2
demux_S_113.scaffolds_11_27	3.2.1.21	GH3(61-281)	3.2.1.-	GH3	3
demux_S_113.scaffolds_11_28	-	GH5_46(93-347)	-	GH5_46	2
demux_S_113.scaffolds_11_3	-	PL30(73-783)	-	PL30	2
demux_S_113.scaffolds_11_4	-	GH117(203-353)	-	GH117	2
demux_S_113.scaffolds_11_6	4.2.2.21	PL8_2(617-865)	4.2.2.-	PL8_2	3
demux_S_113.scaffolds_11_62	-	CBM67(184-349)+GH78(372-890)	-	GH78	2
demux_S_113.scaffolds_11_63	-	GH43_3(36-319)	-	GH43_3	2
demux_S_113.scaffolds_11_64	-	GH43_31(32-295)	-	GH43_31	2
demux_S_113.scaffolds_11_65	-	GH43_31(36-293)	-	GH43_31	2
demux_S_113.scaffolds_11_66	-	GH43_31(31-458)	-	GH43_31	2
demux_S_113.scaffolds_11_70	-	GH2(50-509)	-	GH2	2
demux_S_113.scaffolds_11_83	-	GH43_35(26-341)	-	GH43_35	2
demux_S_113.scaffolds_11_89	-	GH31(314-731)	-	GH31	2
demux_S_113.scaffolds_11_90	-	GH3(59-305)	-	GH3	2
