Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_255.scaffolds_10_3	-	CE4(104-235)	-	CE4	2
demux_S_255.scaffolds_12_13	-	GH73(134-267)	-	GH73	2
demux_S_255.scaffolds_12_42	-	GH8(38-362)	-	GH8	2
demux_S_255.scaffolds_12_43	-	GT2(49-279)	-	GT2	2
demux_S_255.scaffolds_13_11	-	GT2(7-181)	-	GT2	2
demux_S_255.scaffolds_13_21	3.2.1.86	GH1(1-473)	3.2.1.-	GH1	3
demux_S_255.scaffolds_13_38	-	GH25(151-337)	-	GH25	2
demux_S_255.scaffolds_13_6	-	GT26(57-226)	-	GT26	2
demux_S_255.scaffolds_15_33	-	GH73(52-189)	-	GH73	2
demux_S_255.scaffolds_17_19	-	GT2(6-144)	-	GT2	2
demux_S_255.scaffolds_17_23	-	GT2(4-134)	-	GT2	2
demux_S_255.scaffolds_17_24	-	GT2(2-130)	-	GT2	2
demux_S_255.scaffolds_17_26	-	GT2(7-145)	-	GT2	2
demux_S_255.scaffolds_18_1	2.4.1.1	GT35(77-752)	2.4.1.-	GT35	3
demux_S_255.scaffolds_18_17	-	CBM41(138-243)+CBM41(248-351)+GH13_12(614-950)	-	CBM41+CBM48+GH13_12	2
demux_S_255.scaffolds_18_2	2.4.1.25	GH77(10-490)	2.4.1.-	GH77	3
demux_S_255.scaffolds_1_134	-	CBM66(160-327)+GH32(456-757)+CBM66(1022-1176)	-	CBM66+GH32	2
demux_S_255.scaffolds_1_23	2.4.1.5	GH70(368-1165)	2.4.1.-	GH70	3
demux_S_255.scaffolds_1_233	3.2.1.17	GH73(56-191)	3.2.1.-	GH73	3
demux_S_255.scaffolds_1_26	2.4.1.5	GH70(292-1093)	2.4.1.-	GH70	3
demux_S_255.scaffolds_1_3	2.4.1.5	GH70(323-1128)	2.4.1.-	GH70+2.4.1.5	3
demux_S_255.scaffolds_1_50	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(28-359)	3.2.1.-	GH13_31	3
demux_S_255.scaffolds_1_57	3.2.1.23	GH2(27-885)	3.2.1.-	GH2	3
demux_S_255.scaffolds_20_1	-	GH32(45-380)	-	GH32	2
demux_S_255.scaffolds_20_2	2.4.1.10|2.4.1.9	GH68(232-684)	2.4.1.-	GH68	3
demux_S_255.scaffolds_2_11	2.4.1.227	GT28(191-343)	2.4.1.-	GT28	3
demux_S_255.scaffolds_2_194	-	GT4(201-343)	-	GT4	2
demux_S_255.scaffolds_2_33	-	GH87(137-663)	-	GH87	2
demux_S_255.scaffolds_2_47	-	GH25(73-257)	-	GH25	2
demux_S_255.scaffolds_2_97	-	GT2(6-177)+GT8(295-506)	-	GT2+GT8	2
demux_S_255.scaffolds_3_102	-	GH13_29(25-364)	-	GH13_29	2
demux_S_255.scaffolds_3_116	-	GT51(130-301)	-	GT51	2
demux_S_255.scaffolds_4_147	3.2.1.86	GH1(5-475)	3.2.1.-	GH1	3
demux_S_255.scaffolds_4_45	3.2.1.26	GH32(37-340)	3.2.1.-	GH32	3
demux_S_255.scaffolds_5_12	-	GT8(2-236)	-	GT8	2
demux_S_255.scaffolds_5_13	-	GT8(5-240)+GT101(568-790)	-	GT101+GT8	2
demux_S_255.scaffolds_5_14	-	GT2(5-175)	-	GT2	2
demux_S_255.scaffolds_5_15	-	GT8(3-233)	-	GT8	2
demux_S_255.scaffolds_5_16	-	GT113(19-330)	-	GT113	2
demux_S_255.scaffolds_5_18	-	GT4(312-450)	-	GT4	2
demux_S_255.scaffolds_5_19	-	GT8(2-231)	-	GT8	2
demux_S_255.scaffolds_5_21	-	GT2(6-130)+GT8(292-524)	-	GT2+GT8	2
demux_S_255.scaffolds_5_36	2.4.1.1	GT35(97-799)	2.4.1.-	GT35	3
demux_S_255.scaffolds_5_37	2.4.1.21	GT5(2-474)	2.4.1.-	GT5	3
demux_S_255.scaffolds_5_40	2.4.1.18	CBM48(22-102)+GH13_9(171-469)	2.4.1.-	CBM48+GH13_9	3
demux_S_255.scaffolds_5_41	3.2.1.41|3.2.1.142	CBM41(5-100)+GH13_14(311-619)	3.2.1.-	CBM41+CBM48+GH13_14	3
demux_S_255.scaffolds_5_83	-	GT2(4-113)	-	GT2	2
demux_S_255.scaffolds_5_86	-	GT4(198-339)	-	GT4	2
demux_S_255.scaffolds_5_88	-	GT2(128-255)	-	GT2+GT4	2
demux_S_255.scaffolds_6_105	-	GT4(317-468)	-	GT4	2
demux_S_255.scaffolds_6_33	-	CE4(128-247)	-	-	1
demux_S_255.scaffolds_7_114	3.2.1.1|3.2.1.98	GH13_5(30-372)	3.2.1.-	GH13_5	3
demux_S_255.scaffolds_7_72	-	CE9(7-376)	-	CE9	2
demux_S_255.scaffolds_7_77	3.2.1.17	GH73(83-212)	3.2.1.-	GH73	3
demux_S_255.scaffolds_8_2	-	CE1(20-274)	-	-	1
demux_S_255.scaffolds_8_21	-	CE1(185-337)	-	-	1
demux_S_255.scaffolds_8_3	-	CE1(59-243)	-	-	1
demux_S_255.scaffolds_8_50	2.4.1.5	GH70(265-1059)	2.4.1.-	GH70	3
demux_S_255.scaffolds_8_51	2.4.1.5	GH70(282-1141)	2.4.1.-	GH70	3
demux_S_255.scaffolds_8_52	2.4.1.5	GH70(277-1099)	2.4.1.-	GH70+2.4.1.5	3
demux_S_255.scaffolds_8_90	-	CE1(10-250)	-	-	1
demux_S_255.scaffolds_9_1	3.2.1.11	GH66(156-781)	3.2.1.-	GH66	3
demux_S_255.scaffolds_9_61	2.4.1.129|3.4.16.4	GT51(154-325)	2.4.1.-	GT51	3
demux_S_255.scaffolds_9_83	2.4.1.129|3.4.16.4	GT51(101-278)	2.4.1.-+3.4.16.-	GT51	3
demux_S_255.scaffolds_1_14	4.3.3.6	-	4.3.3.-	-	1
demux_S_255.scaffolds_1_15	3.5.1.2|4.3.3.6	-	3.5.1.-+4.3.3.-	-	1
demux_S_255.scaffolds_1_38	2.7.1.28|2.7.1.29|2.7.1.121	-	2.7.1.-	-	1
demux_S_255.scaffolds_1_42	1.1.1.6	-	1.1.1.-	-	1
demux_S_255.scaffolds_1_46	7.3.2.2|7.3.2.5|7.3.2.1	-	7.3.2.-	-	1
demux_S_255.scaffolds_1_52	2.7.1.6|2.7.1.44	-	2.7.1.-	-	1
demux_S_255.scaffolds_1_53	2.7.7.12	-	2.7.7.-	-	1
demux_S_255.scaffolds_1_54	5.1.3.2	-	5.1.3.-	GT2	2
demux_S_255.scaffolds_1_75	7.2.2.7|7.2.2.16	-	7.2.2.-	-	1
demux_S_255.scaffolds_1_93	5.3.1.8	-	5.3.1.-	-	1
demux_S_255.scaffolds_1_95	1.8.4.11|1.8.4.12	-	1.8.4.-	-	1
demux_S_255.scaffolds_1_101	2.4.2.22	-	2.4.2.-	-	1
demux_S_255.scaffolds_1_135	4.3.1.17	-	4.3.1.-	-	1
demux_S_255.scaffolds_1_144	1.2.1.11	-	1.2.1.-	-	1
demux_S_255.scaffolds_1_145	4.3.3.7	-	4.3.3.-	-	1
demux_S_255.scaffolds_1_146	3.1.26.3	-	3.1.26.-	-	1
demux_S_255.scaffolds_1_150	6.1.1.20	-	6.1.1.-	-	1
demux_S_255.scaffolds_1_152	6.1.1.20	-	6.1.1.-	-	1
demux_S_255.scaffolds_1_161	1.6.99.3	-	1.6.99.-	-	1
demux_S_255.scaffolds_1_162	1.1.1.27	-	1.1.1.-	-	1
demux_S_255.scaffolds_1_163	5.99.1.3	-	5.99.1.-	-	1
demux_S_255.scaffolds_1_170	3.1.3.7	-	3.1.3.-	-	1
demux_S_255.scaffolds_1_172	3.5.4.4	-	3.5.4.-	-	1
demux_S_255.scaffolds_1_173	2.7.1.21	-	2.7.1.-	-	1
demux_S_255.scaffolds_1_175	2.1.1.297	-	2.1.1.-	-	1
demux_S_255.scaffolds_1_178	2.1.2.1|4.1.2.48	-	2.1.2.-	GH13_11	2
demux_S_255.scaffolds_1_182	7.6.2.2	-	7.6.2.-	-	1
demux_S_255.scaffolds_1_183	6.3.2.26	-	6.3.2.-	-	1
demux_S_255.scaffolds_1_187	3.6.3.10	-	3.6.3.-	-	1
demux_S_255.scaffolds_1_190	2.1.1.14	-	2.1.1.-	-	1
demux_S_255.scaffolds_1_192	5.4.2.2|5.4.2.7|5.4.2.8	-	5.4.2.-	GT2	2
demux_S_255.scaffolds_1_197	6.3.4.3|1.5.1.5|3.5.4.9|6.3.4.11|6.3.4.15	-	6.3.4.-	-	1
demux_S_255.scaffolds_1_199	2.7.13.3	-	2.7.13.-	-	1
demux_S_255.scaffolds_1_201	2.7.1.33|2.7.1.24	-	2.7.1.-	-	1
demux_S_255.scaffolds_1_203	2.4.2.4|2.4.2.2	-	2.4.2.-	-	1
demux_S_255.scaffolds_1_204	4.1.2.4	-	4.1.2.-	-	1
demux_S_255.scaffolds_1_205	3.5.4.5	-	3.5.4.-	-	1
demux_S_255.scaffolds_1_207	3.6.3.17	-	3.6.3.-	-	1
demux_S_255.scaffolds_1_213	2.6.1.1	-	2.6.1.-	-	1
demux_S_255.scaffolds_1_214	6.1.1.22	-	6.1.1.-	-	1
demux_S_255.scaffolds_1_217	3.5.99.10	-	3.5.99.-	-	1
demux_S_255.scaffolds_1_218	6.3.4.20|6.3.4.19	-	6.3.4.-	-	1
demux_S_255.scaffolds_1_220	4.3.99.3	-	4.3.99.-	-	1
demux_S_255.scaffolds_1_221	1.7.1.13	-	1.7.1.-	-	1
demux_S_255.scaffolds_1_235	2.6.1.16	-	2.6.1.-	-	1
demux_S_255.scaffolds_1_243	1.1.1.1	-	1.1.1.-	-	1
demux_S_255.scaffolds_1_245	6.3.5.2	-	6.3.5.-	-	1
demux_S_255.scaffolds_1_253	3.1.26.4	-	3.1.26.-	-	1
demux_S_255.scaffolds_1_256	5.99.1.2	-	5.99.1.-	-	1
demux_S_255.scaffolds_1_257	3.6.3.17	-	3.6.3.-	-	1
demux_S_255.scaffolds_1_263	2.1.1.74|2.1.1.289	-	2.1.1.-	-	1
demux_S_255.scaffolds_1_267	5.3.1.6|2.7.1.15	-	5.3.1.-	-	1
demux_S_255.scaffolds_1_268	5.4.2.7|5.4.2.12	-	5.4.2.-	-	1
demux_S_255.scaffolds_1_270	2.4.2.1	-	2.4.2.-	-	1
demux_S_255.scaffolds_1_273	2.4.2.1	-	2.4.2.-	-	1
demux_S_255.scaffolds_1_276	3.6.5.N1	-	3.6.5.-	GH28	2
demux_S_255.scaffolds_1_279	2.2.1.6	-	2.2.1.-	-	1
demux_S_255.scaffolds_1_280	4.1.1.5	-	4.1.1.-	-	1
demux_S_255.scaffolds_1_302	4.99.1.1	-	4.99.1.-	-	1
demux_S_255.scaffolds_1_314	1.3.1.14|1.3.1.34	-	1.3.1.-	-	1
demux_S_255.scaffolds_1_316	4.1.1.23	-	4.1.1.-	-	1
demux_S_255.scaffolds_1_317	2.4.2.10	-	2.4.2.-	-	1
demux_S_255.scaffolds_1_318	3.5.1.4	-	3.5.1.-	-	1
demux_S_255.scaffolds_1_325	3.6.4.12	-	3.6.4.-	-	1
demux_S_255.scaffolds_1_326	2.5.1.49|2.5.1.47	-	2.5.1.-	-	1
demux_S_255.scaffolds_1_329	1.11.1.15	-	1.11.1.-	-	1
demux_S_255.scaffolds_1_333	5.4.99.25	-	5.4.99.-	-	1
demux_S_255.scaffolds_1_337	3.1.3.25	-	3.1.3.-	-	1
demux_S_255.scaffolds_1_342	7.3.2.1|7.3.2.6	-	7.3.2.-	-	1
demux_S_255.scaffolds_1_343	7.2.2.7|7.2.2.16	-	7.2.2.-	-	1
demux_S_255.scaffolds_1_345	3.4.11.2|3.4.11.7|3.4.11.14|3.4.11.3|3.4.11.1|3.4.11.20	-	3.4.11.-	-	1
demux_S_255.scaffolds_1_350	6.3.1.20	-	6.3.1.-	-	1
demux_S_255.scaffolds_2_2	6.1.1.5	-	6.1.1.-	-	1
demux_S_255.scaffolds_2_12	6.3.2.9|6.3.2.10	-	6.3.2.-	-	1
demux_S_255.scaffolds_2_15	2.7.1.2	-	2.7.1.-	-	1
demux_S_255.scaffolds_2_21	1.15.1.1	-	1.15.1.-	-	1
demux_S_255.scaffolds_2_23	4.1.1.31	-	4.1.1.-	-	1
demux_S_255.scaffolds_2_36	2.1.1.72	-	2.1.1.-	-	1
demux_S_255.scaffolds_2_39	3.1.21.3	-	3.1.21.-	-	1
demux_S_255.scaffolds_2_42	1.1.1.313	-	1.1.1.-	-	1
demux_S_255.scaffolds_2_53	6.1.1.6	-	6.1.1.-	-	1
demux_S_255.scaffolds_2_56	2.1.1.37	-	2.1.1.-	-	1
demux_S_255.scaffolds_2_67	2.5.1.145	-	2.5.1.-	-	1
demux_S_255.scaffolds_2_113	7.4.2.5|7.4.2.1|7.4.2.7	-	7.4.2.-	-	1
demux_S_255.scaffolds_2_120	2.7.1.71	-	2.7.1.-	-	1
demux_S_255.scaffolds_2_121	2.5.1.19|2.5.1.18	-	2.5.1.-	GH1	2
demux_S_255.scaffolds_2_124	1.3.1.12|1.3.1.43	-	1.3.1.-	-	1
demux_S_255.scaffolds_2_125	4.2.3.5	-	4.2.3.-	-	1
demux_S_255.scaffolds_2_126	4.2.3.4	-	4.2.3.-	-	1
demux_S_255.scaffolds_2_127	1.1.1.25	-	1.1.1.-	-	1
demux_S_255.scaffolds_2_128	4.2.1.10	-	4.2.1.-	-	1
demux_S_255.scaffolds_2_132	4.2.1.11	-	4.2.1.-	GH13_31	2
demux_S_255.scaffolds_2_134	2.7.1.31|2.7.1.165	-	2.7.1.-	-	1
demux_S_255.scaffolds_2_139	5.2.1.8	-	5.2.1.-	-	1
demux_S_255.scaffolds_2_141	3.1.13.1	-	3.1.13.-	-	1
demux_S_255.scaffolds_2_144	2.7.1.24	-	2.7.1.-	-	1
demux_S_255.scaffolds_2_145	3.2.2.23|4.2.99.18	-	3.2.2.-+4.2.99.-	-	1
demux_S_255.scaffolds_2_152	4.2.1.136	-	4.2.1.-	-	1
demux_S_255.scaffolds_2_153	3.5.4.9|1.5.1.5|6.3.4.3|1.5.1.15	-	3.5.4.-+1.5.1.-	-	1
demux_S_255.scaffolds_2_161	2.1.3.3	-	2.1.3.-	-	1
demux_S_255.scaffolds_2_162	3.6.1.3	-	3.6.1.-	GT4	2
demux_S_255.scaffolds_2_171	2.6.1.42	-	2.6.1.-	-	1
demux_S_255.scaffolds_2_172	5.99.1.3	-	5.99.1.-	-	1
demux_S_255.scaffolds_2_175	5.99.1.3	-	5.99.1.-	-	1
demux_S_255.scaffolds_2_176	2.3.1.275	-	2.3.1.-	-	1
