Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_205.scaffolds_10_103	-	GH1(2-455)	-	GH1	2
demux_S_205.scaffolds_10_105	-	GH38(4-254)	-	GH38	2
demux_S_205.scaffolds_10_28	3.2.1.86	GH1(2-474)	3.2.1.-	GH1	3
demux_S_205.scaffolds_10_62	-	GH170(1-345)	-	GH170	2
demux_S_205.scaffolds_11_29	2.4.1.129|3.4.16.4	GT51(79-258)	2.4.1.-+3.4.16.-	GT51	3
demux_S_205.scaffolds_12_66	-	CBM67(179-314)+GH78(349-866)	-	GH78	2
demux_S_205.scaffolds_12_83	-	AA1(70-456)	-	-	1
demux_S_205.scaffolds_13_27	-	GH109(4-152)	-	-	1
demux_S_205.scaffolds_13_28	1.1.1.18|1.1.1.369	GH109(3-197)	1.1.1.-	-	2
demux_S_205.scaffolds_13_7	-	GT2(7-172)	-	GT2	2
demux_S_205.scaffolds_15_62	1.1.2.4	AA4(9-284)	1.1.2.-	-	2
demux_S_205.scaffolds_17_16	-	GT4(331-488)	-	GT4	2
demux_S_205.scaffolds_17_17	-	GT4(318-474)	-	GT4	2
demux_S_205.scaffolds_17_22	3.2.1.23	GH35(10-327)	3.2.1.-	GH35	3
demux_S_205.scaffolds_17_23	-	CE9(19-378)	-	CE9	2
demux_S_205.scaffolds_17_35	3.2.1.85|3.2.1.21	GH1(9-470)	3.2.1.-	GH1	3
demux_S_205.scaffolds_18_10	-	GH30_9(39-482)	-	GH30_9	2
demux_S_205.scaffolds_18_16	-	GH59(65-788)	-	GH59	2
demux_S_205.scaffolds_18_17	3.2.1.31	GH2(11-591)	3.2.1.-	GH2	3
demux_S_205.scaffolds_18_6	-	GH59(17-710)	-	GH59	2
demux_S_205.scaffolds_1_101	2.4.1.18	CBM48(24-99)+GH13_9(174-473)	2.4.1.-	CBM48+GH13_9	3
demux_S_205.scaffolds_1_116	-	GT4(183-327)	-	GT4	2
demux_S_205.scaffolds_1_143	-	GH170(3-361)	-	GH170	2
demux_S_205.scaffolds_1_146	-	GH36(12-703)	-	GH36	2
demux_S_205.scaffolds_1_168	3.2.1.20|3.2.1.10	GH13_31(32-382)	3.2.1.-	GH13_31	3
demux_S_205.scaffolds_1_170	-	GH32(40-337)	-	GH32	2
demux_S_205.scaffolds_1_193	-	GT2(48-280)	-	GT2	2
demux_S_205.scaffolds_1_196	-	GH126(62-372)	-	GH126	2
demux_S_205.scaffolds_1_203	-	CE1(85-324)	-	-	1
demux_S_205.scaffolds_1_247	3.2.1.86	GH1(5-478)	3.2.1.-	GH1	3
demux_S_205.scaffolds_1_61	-	CE4(113-229)	-	CE4	2
demux_S_205.scaffolds_1_68	-	GT2(6-115)	-	GT2	2
demux_S_205.scaffolds_1_70	-	GH25(126-303)	-	GH25	2
demux_S_205.scaffolds_1_73	-	GT2(8-150)	-	GT2	2
demux_S_205.scaffolds_1_77	-	GT32(22-96)	-	GT32	2
demux_S_205.scaffolds_1_78	-	GT2(8-145)	-	GT2	2
demux_S_205.scaffolds_1_95	-	GH13_39(182-490)	-	GH13_39	2
demux_S_205.scaffolds_1_96	2.4.1.1	GT35(93-791)	2.4.1.-	GT35	3
demux_S_205.scaffolds_1_97	2.4.1.21	GT5(3-475)	2.4.1.-	GT5	3
demux_S_205.scaffolds_20_54	-	GH25(36-215)	-	CBM50+GH25	2
demux_S_205.scaffolds_21_1	-	GT8(4-262)	-	GT8	2
demux_S_205.scaffolds_21_10	-	GT2(7-156)	-	GT2	2
demux_S_205.scaffolds_21_16	-	GH73(68-206)	-	GH73	2
demux_S_205.scaffolds_21_2	-	GT8(4-263)	-	GT8	2
demux_S_205.scaffolds_21_3	-	GT113(9-327)	-	GT113	2
demux_S_205.scaffolds_21_5	3.2.1.86	GH1(5-482)	3.2.1.-	GH1	3
demux_S_205.scaffolds_22_6	3.2.1.122	GH4(9-185)	3.2.1.-	GH4	3
demux_S_205.scaffolds_23_20	-	GT4(330-482)	-	GT4	2
demux_S_205.scaffolds_23_21	-	GT4(313-469)	-	GT4	2
demux_S_205.scaffolds_24_3	-	GT4(202-324)	-	GT4	2
demux_S_205.scaffolds_24_4	-	GT4(159-305)	-	GT4	2
demux_S_205.scaffolds_2_223	2.4.1.129|3.4.16.4	GT51(67-242)	2.4.1.-	GT51	3
demux_S_205.scaffolds_2_296	-	CE9(7-373)	-	CE9	2
demux_S_205.scaffolds_2_307	-	GH29(9-376)	-	GH29	2
demux_S_205.scaffolds_2_36	-	GT4(334-488)	-	GT4	2
demux_S_205.scaffolds_2_37	-	GT4(320-470)	-	GT4	2
demux_S_205.scaffolds_3_127	2.4.1.8|2.4.1.64	GH65(320-690)	2.4.1.-	GH65	3
demux_S_205.scaffolds_3_128	3.2.1.133|3.2.1.135|3.2.1.54	CBM34(7-132)+GH13_20(182-485)	3.2.1.-	CBM34+GH13_20	3
demux_S_205.scaffolds_3_22	-	GH25(59-217)	-	GH25	2
demux_S_205.scaffolds_3_5	-	GT2(9-137)	-	GT2	2
demux_S_205.scaffolds_3_73	3.2.1.22	GH36(10-714)	3.2.1.-	GH36	3
demux_S_205.scaffolds_3_75	-	GT8(6-249)	-	GT8	2
demux_S_205.scaffolds_3_76	-	GT8(3-248)	-	GT8	2
demux_S_205.scaffolds_4_1	-	GH36(87-616)	-	GH36	2
demux_S_205.scaffolds_4_11	3.2.1.180|3.2.1.179	GH88(58-384)	3.2.1.-	GH88	3
demux_S_205.scaffolds_4_17	-	PL12_1(336-473)	-	PL12_1	2
demux_S_205.scaffolds_4_19	-	GH136(37-611)	-	GH136	2
demux_S_205.scaffolds_4_2	-	PL8(441-697)	-	PL8	2
demux_S_205.scaffolds_4_20	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(28-378)	3.2.1.-	GH13_31	3
demux_S_205.scaffolds_5_45	2.4.1.227	GT28(188-347)	2.4.1.-	GT28	3
demux_S_205.scaffolds_6_109	-	GH4(5-179)	-	GH4	2
demux_S_205.scaffolds_6_127	-	GH25(7-176)	-	GH25	2
demux_S_205.scaffolds_6_138	-	GH31(162-586)	-	GH31	2
demux_S_205.scaffolds_6_140	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(29-378)	3.2.1.-	GH13_31	3
demux_S_205.scaffolds_6_73	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(27-379)	3.2.1.-	GH13_31	3
demux_S_205.scaffolds_6_88	3.2.1.122	GH4(8-184)	3.2.1.-	GH4	3
demux_S_205.scaffolds_6_97	3.2.1.86	GH1(2-481)	3.2.1.-	GH1	3
demux_S_205.scaffolds_7_35	3.2.1.85|3.2.1.21	GH1(1-469)	3.2.1.-	GH1	3
demux_S_205.scaffolds_7_38	-	GT2(7-111)	-	GT2	2
demux_S_205.scaffolds_7_73	-	GH13_29(24-370)	-	GH13_29	2
demux_S_205.scaffolds_8_128	-	GT4(188-333)	-	GT4	2
demux_S_205.scaffolds_8_19	-	GH29(3-334)	-	GH29	2
demux_S_205.scaffolds_8_24	-	GH31(475-710)+CBM32(1003-1125)	-	CBM32+GH31	2
demux_S_205.scaffolds_8_66	-	GH43_24(26-259)	-	GH43_24	2
demux_S_205.scaffolds_8_68	-	GH115(10-589)	-	GH115	2
demux_S_205.scaffolds_8_82	-	GH170(3-361)	-	GH170	2
demux_S_205.scaffolds_9_1	-	GH3(34-252)	-	GH3	2
demux_S_205.scaffolds_9_10	-	GT83(7-225)	-	-	1
demux_S_205.scaffolds_9_106	-	GT51(124-301)	-	GT51	2
demux_S_205.scaffolds_9_9	-	GT2(10-170)	-	GT2	2
demux_S_205.scaffolds_1_2	7.2.2.7|7.2.2.16	-	7.2.2.-	-	1
demux_S_205.scaffolds_1_41	6.3.5.2	-	6.3.5.-	-	1
demux_S_205.scaffolds_1_42	2.7.1.33|2.7.1.24	-	2.7.1.-	-	1
demux_S_205.scaffolds_1_47	3.6.4.12	-	3.6.4.-	-	1
demux_S_205.scaffolds_1_53	4.99.1.1	-	4.99.1.-	-	1
demux_S_205.scaffolds_1_74	5.1.3.14	-	5.1.3.-	GT0	2
demux_S_205.scaffolds_1_79	5.1.3.2	-	5.1.3.-	-	1
demux_S_205.scaffolds_1_83	7.3.2.2|7.3.2.5|7.3.2.1	-	7.3.2.-	-	1
demux_S_205.scaffolds_1_91	6.1.1.1	-	6.1.1.-	-	1
demux_S_205.scaffolds_1_100	2.7.7.27	-	2.7.7.-	GH13_9	2
demux_S_205.scaffolds_1_102	2.6.1.42	-	2.6.1.-	-	1
demux_S_205.scaffolds_1_105	3.1.3.11	-	3.1.3.-	-	1
demux_S_205.scaffolds_1_107	3.6.1.3	-	3.6.1.-	GT4	2
demux_S_205.scaffolds_1_112	4.2.1.46	-	4.2.1.-	-	1
demux_S_205.scaffolds_1_114	2.7.7.24	-	2.7.7.-	GT2	2
