Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_301.scaffolds_10_25	2.4.1.129|3.4.16.4	GT51(60-235)	2.4.1.-+3.4.16.-	GT51	3
demux_S_301.scaffolds_10_45	-	CE9(7-377)	-	CE9	2
demux_S_301.scaffolds_11_39	3.2.1.26	GH32(31-336)	3.2.1.-	GH32	3
demux_S_301.scaffolds_11_82	-	GH8(37-364)	-	GH8	2
demux_S_301.scaffolds_11_83	-	GT2(49-279)	-	GT2	2
demux_S_301.scaffolds_12_14	-	GH20(141-491)+GH20(584-921)	-	GH20	2
demux_S_301.scaffolds_12_38	-	GH1(9-464)	-	GH1	2
demux_S_301.scaffolds_13_15	-	GH20(80-398)	-	GH20	2
demux_S_301.scaffolds_13_17	-	GH38(6-275)	-	GH38	2
demux_S_301.scaffolds_13_18	-	GH125(23-420)	-	GH125	2
demux_S_301.scaffolds_13_19	-	GH92(198-687)	-	GH92	2
demux_S_301.scaffolds_13_6	2.4.1.129|3.4.16.4	GT51(107-296)	2.4.1.-+3.4.16.-	GT51	3
demux_S_301.scaffolds_15_5	3.2.1.85|3.2.1.21	GH1(23-487)	3.2.1.-	GH1	3
demux_S_301.scaffolds_1_144	-	CE1(20-274)	-	-	1
demux_S_301.scaffolds_1_145	-	CE1(42-240)	-	-	1
demux_S_301.scaffolds_1_169	-	CE7(7-315)	-	CE7	2
demux_S_301.scaffolds_1_219	3.2.1.17	GH73(56-191)	3.2.1.-	GH73	3
demux_S_301.scaffolds_1_304	3.2.1.133|3.2.1.135|3.2.1.54	CBM34(6-126)+GH13_20(176-477)	3.2.1.-	CBM34+GH13_20	3
demux_S_301.scaffolds_1_352	3.2.1.41|3.2.1.142	GH13_14(313-621)	3.2.1.-	CBM41+CBM48+GH13_14	3
demux_S_301.scaffolds_1_386	-	GT2(8-129)	-	GT2	2
demux_S_301.scaffolds_1_389	-	GT2(5-118)	-	GT2	2
demux_S_301.scaffolds_1_392	-	GT2(4-167)	-	GT2	2
demux_S_301.scaffolds_1_393	-	GT2(8-136)	-	GT2	2
demux_S_301.scaffolds_1_397	-	GT2(18-177)	-	GT2	2
demux_S_301.scaffolds_1_407	-	CE4(131-259)	-	-	1
demux_S_301.scaffolds_1_425	3.2.1.1|3.2.1.98	GH13_5(30-372)	3.2.1.-	GH13_5	3
demux_S_301.scaffolds_1_97	-	GT21(43-267)	-	GT2	2
demux_S_301.scaffolds_1_99	-	GT1(15-422)	-	GT1	2
demux_S_301.scaffolds_2_104	-	GT4(315-455)	-	GT4	2
demux_S_301.scaffolds_2_113	-	CE1(10-248)	-	-	1
demux_S_301.scaffolds_2_120	-	GT2(4-138)	-	GT2	2
demux_S_301.scaffolds_2_14	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(28-372)	3.2.1.-	GH13_31	3
demux_S_301.scaffolds_2_156	-	GH29(116-423)	-	GH29	2
demux_S_301.scaffolds_2_157	-	GH2(105-730)+CBM71(1444-1640)+CBM71(1795-1994)	-	CBM71+GH2	2
demux_S_301.scaffolds_2_165	2.4.1.129|3.4.16.4	GT51(112-283)	2.4.1.-	GT51	3
demux_S_301.scaffolds_2_76	-	GH85(193-505)	-	CBM32+GH85	2
demux_S_301.scaffolds_3_109	2.4.1.21	GT5(2-473)	2.4.1.-	GT5	3
demux_S_301.scaffolds_3_112	2.4.1.18	CBM48(22-106)+GH13_9(173-471)	2.4.1.-	CBM48+GH13_9	3
demux_S_301.scaffolds_3_34	-	CE4(260-380)	-	CE4	2
demux_S_301.scaffolds_4_102	-	GT4(200-350)	-	GT4	2
demux_S_301.scaffolds_4_103	-	GT4(155-298)	-	GT4	2
demux_S_301.scaffolds_4_65	-	GH25(74-258)	-	GH25	2
demux_S_301.scaffolds_5_133	-	CBM41(121-224)+CBM41(229-333)+GH13_12(597-933)	-	CBM41+CBM48+GH13_12	2
demux_S_301.scaffolds_5_39	-	GH95(119-882)	-	GH95	2
demux_S_301.scaffolds_6_25	-	GH35(10-326)	-	GH35	2
demux_S_301.scaffolds_7_10	-	GT2(6-134)	-	GT2	2
demux_S_301.scaffolds_7_11	-	GT4(202-355)	-	GT4	2
demux_S_301.scaffolds_7_2	-	GH25(139-325)	-	GH25	2
demux_S_301.scaffolds_7_3	-	GT113(12-349)	-	GT113	2
demux_S_301.scaffolds_7_42	2.4.1.1	GT35(78-751)	2.4.1.-	GT35	3
demux_S_301.scaffolds_7_43	2.4.1.25	GH77(10-493)	2.4.1.-	GH77	3
demux_S_301.scaffolds_7_49	-	GH13_14(241-548)	-	CBM48+CBM68+GH13_14	2
demux_S_301.scaffolds_7_9	-	GT2(4-173)	-	GT2	2
demux_S_301.scaffolds_8_96	2.4.1.227	GT28(188-337)	2.4.1.-	GT28	3
demux_S_301.scaffolds_9_21	-	GT2(4-129)	-	GT2	2
demux_S_301.scaffolds_9_40	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(28-359)	3.2.1.-	GH13_31	3
demux_S_301.scaffolds_9_52	3.2.1.86	GH1(6-475)	3.2.1.-	GH1	3
demux_S_301.scaffolds_9_8	3.2.1.26	GH32(37-340)	3.2.1.-	GH32	3
demux_S_301.scaffolds_1_5	2.4.2.7	-	2.4.2.-	-	1
demux_S_301.scaffolds_1_6	2.3.1.31|2.3.1.46	-	2.3.1.-	-	1
demux_S_301.scaffolds_1_8	3.5.4.4	-	3.5.4.-	-	1
demux_S_301.scaffolds_1_13	2.7.7.24	-	2.7.7.-	GT2	2
demux_S_301.scaffolds_1_15	4.2.1.46	-	4.2.1.-	-	1
demux_S_301.scaffolds_1_19	2.8.1.4	-	2.8.1.-	-	1
demux_S_301.scaffolds_1_27	3.4.23.36	-	3.4.23.-	-	1
demux_S_301.scaffolds_1_28	5.4.99.23	-	5.4.99.-	-	1
demux_S_301.scaffolds_1_29	2.7.2.11	-	2.7.2.-	-	1
demux_S_301.scaffolds_1_30	1.2.1.41	-	1.2.1.-	-	1
demux_S_301.scaffolds_1_54	3.1.3.7	-	3.1.3.-	-	1
demux_S_301.scaffolds_1_65	5.3.1.6|2.7.1.15	-	5.3.1.-	-	1
demux_S_301.scaffolds_1_66	5.4.2.7|5.4.2.12	-	5.4.2.-	-	1
demux_S_301.scaffolds_1_68	2.4.2.1	-	2.4.2.-	-	1
demux_S_301.scaffolds_1_70	2.4.2.1	-	2.4.2.-	-	1
demux_S_301.scaffolds_1_78	1.3.1.14|1.3.1.34	-	1.3.1.-	-	1
demux_S_301.scaffolds_1_79	4.1.1.23	-	4.1.1.-	-	1
demux_S_301.scaffolds_1_80	2.4.2.10	-	2.4.2.-	-	1
demux_S_301.scaffolds_1_83	3.2.2.27	-	3.2.2.-	-	1
demux_S_301.scaffolds_1_84	3.6.1.55	-	3.6.1.-	-	1
demux_S_301.scaffolds_1_85	3.5.2.3	-	3.5.2.-	-	1
demux_S_301.scaffolds_1_88	2.3.3.13|2.3.3.14|2.3.3.17|2.3.3.3|2.3.3.19	-	2.3.3.-	-	1
demux_S_301.scaffolds_1_89	1.1.1.85|1.1.1.42|1.1.1.87|1.1.1.83|1.1.1.N5|1.1.1.286	-	1.1.1.-	-	1
demux_S_301.scaffolds_1_91	4.2.1.33	-	4.2.1.-	-	1
demux_S_301.scaffolds_1_92	4.2.1.33|4.2.1.36	-	4.2.1.-	-	1
demux_S_301.scaffolds_1_100	2.3.1.275	-	2.3.1.-	-	1
demux_S_301.scaffolds_1_101	5.99.1.3	-	5.99.1.-	-	1
demux_S_301.scaffolds_1_104	5.99.1.3	-	5.99.1.-	-	1
demux_S_301.scaffolds_1_105	2.6.1.42	-	2.6.1.-	-	1
demux_S_301.scaffolds_1_108	1.1.1.27	-	1.1.1.-	-	1
demux_S_301.scaffolds_1_109	5.99.1.3	-	5.99.1.-	-	1
demux_S_301.scaffolds_1_116	2.8.1.7	-	2.8.1.-	-	1
demux_S_301.scaffolds_1_117	2.7.6.1	-	2.7.6.-	-	1
demux_S_301.scaffolds_1_120	2.7.1.23|2.7.1.86	-	2.7.1.-	-	1
demux_S_301.scaffolds_1_122	2.3.1.8	-	2.3.1.-	-	1
demux_S_301.scaffolds_1_123	3.2.2.31	-	3.2.2.-	GT4	2
demux_S_301.scaffolds_1_125	5.4.2.2|5.4.2.7|5.4.2.8	-	5.4.2.-	GT2	2
demux_S_301.scaffolds_1_129	6.3.4.3|1.5.1.5|3.5.4.9|6.3.4.11|6.3.4.15	-	6.3.4.-	-	1
demux_S_301.scaffolds_1_133	1.2.1.11	-	1.2.1.-	-	1
demux_S_301.scaffolds_1_134	4.3.3.7	-	4.3.3.-	-	1
demux_S_301.scaffolds_1_137	3.1.26.4	-	3.1.26.-	-	1
demux_S_301.scaffolds_1_140	5.99.1.2	-	5.99.1.-	-	1
demux_S_301.scaffolds_1_143	2.1.1.74|2.1.1.289	-	2.1.1.-	-	1
demux_S_301.scaffolds_1_151	6.3.1.20	-	6.3.1.-	-	1
demux_S_301.scaffolds_1_180	6.3.5.2	-	6.3.5.-	-	1
demux_S_301.scaffolds_1_185	2.1.2.1|4.1.2.48	-	2.1.2.-	GH13_11	2
demux_S_301.scaffolds_1_188	2.1.1.297	-	2.1.1.-	-	1
demux_S_301.scaffolds_1_190	2.7.1.21	-	2.7.1.-	-	1
demux_S_301.scaffolds_1_194	2.4.2.22	-	2.4.2.-	-	1
demux_S_301.scaffolds_1_195	1.7.1.7	-	1.7.1.-	-	1
demux_S_301.scaffolds_1_205	1.6.99.3	-	1.6.99.-	-	1
demux_S_301.scaffolds_1_208	1.3.99.33	-	1.3.99.-	-	1
demux_S_301.scaffolds_1_213	7.6.2.2	-	7.6.2.-	-	1
demux_S_301.scaffolds_1_225	2.1.1.45	-	2.1.1.-	-	1
demux_S_301.scaffolds_1_226	2.7.1.2	-	2.7.1.-	-	1
demux_S_301.scaffolds_1_229	2.7.7.72	-	2.7.7.-	-	1
demux_S_301.scaffolds_1_230	1.17.1.8	-	1.17.1.-	-	1
demux_S_301.scaffolds_1_233	2.7.1.202	-	2.7.1.-	-	1
demux_S_301.scaffolds_1_238	2.1.1.228	-	2.1.1.-	-	1
demux_S_301.scaffolds_1_250	3.6.5.N1	-	3.6.5.-	GH28	2
demux_S_301.scaffolds_1_254	3.4.11.4	-	3.4.11.-	-	1
demux_S_301.scaffolds_1_257	2.1.3.2	-	2.1.3.-	-	1
demux_S_301.scaffolds_1_258	2.4.2.9	-	2.4.2.-	-	1
demux_S_301.scaffolds_1_275	7.6.2.2	-	7.6.2.-	-	1
demux_S_301.scaffolds_1_278	6.1.1.22	-	6.1.1.-	-	1
demux_S_301.scaffolds_1_280	2.6.1.1|2.6.1.57|2.6.1.108|2.6.1.14	-	2.6.1.-	-	1
demux_S_301.scaffolds_1_290	1.1.1.304	-	1.1.1.-	-	1
demux_S_301.scaffolds_1_293	1.1.3.21	-	1.1.3.-	-	1
demux_S_301.scaffolds_1_294	2.7.1.30	-	2.7.1.-	-	1
demux_S_301.scaffolds_1_309	3.5.1.53	-	3.5.1.-	-	1
demux_S_301.scaffolds_1_310	3.5.3.12	-	3.5.3.-	-	1
demux_S_301.scaffolds_1_312	1.5.1.43	-	1.5.1.-	-	1
demux_S_301.scaffolds_1_313	2.5.1.16	-	2.5.1.-	-	1
demux_S_301.scaffolds_1_314	4.1.1.19	-	4.1.1.-	-	1
demux_S_301.scaffolds_1_328	7.6.2.5	-	7.6.2.-	GT28	2
demux_S_301.scaffolds_1_342	2.7.1.71	-	2.7.1.-	-	1
demux_S_301.scaffolds_1_343	2.5.1.19|2.5.1.18	-	2.5.1.-	GH1	2
demux_S_301.scaffolds_1_345	1.3.1.12	-	1.3.1.-	-	1
demux_S_301.scaffolds_1_346	4.2.3.5	-	4.2.3.-	-	1
demux_S_301.scaffolds_1_347	4.2.3.4	-	4.2.3.-	-	1
demux_S_301.scaffolds_1_349	4.2.1.10	-	4.2.1.-	-	1
demux_S_301.scaffolds_1_354	6.5.1.2	-	6.5.1.-	-	1
demux_S_301.scaffolds_1_363	2.5.1.7	-	2.5.1.-	-	1
demux_S_301.scaffolds_1_365	7.2.2.8|7.2.2.9|7.2.2.12|3.6.3.3|7.2.2.15	-	7.2.2.-	-	1
demux_S_301.scaffolds_1_367	2.5.1.6	-	2.5.1.-	-	1
demux_S_301.scaffolds_1_373	7.5.2.1	-	7.5.2.-	-	1
demux_S_301.scaffolds_1_380	2.7.4.25	-	2.7.4.-	-	1
demux_S_301.scaffolds_1_402	7.6.2.11|7.6.2.9	-	7.6.2.-	-	1
demux_S_301.scaffolds_1_403	1.3.1.98	-	1.3.1.-	-	1
demux_S_301.scaffolds_1_405	2.7.1.39	-	2.7.1.-	-	1
demux_S_301.scaffolds_1_406	1.1.1.3	-	1.1.1.-	-	1
demux_S_301.scaffolds_1_410	3.6.3.17	-	3.6.3.-	-	1
demux_S_301.scaffolds_1_412	3.5.4.5	-	3.5.4.-	-	1
demux_S_301.scaffolds_1_413	4.1.2.4	-	4.1.2.-	-	1
demux_S_301.scaffolds_1_414	2.4.2.4|2.4.2.2	-	2.4.2.-	-	1
demux_S_301.scaffolds_1_416	2.7.1.33|2.7.1.24	-	2.7.1.-	-	1
demux_S_301.scaffolds_1_429	4.2.1.20	-	4.2.1.-	-	1
demux_S_301.scaffolds_1_430	4.2.1.20	-	4.2.1.-	-	1
demux_S_301.scaffolds_1_431	5.3.1.24	-	5.3.1.-	-	1
demux_S_301.scaffolds_1_432	4.1.1.48	-	4.1.1.-	-	1
demux_S_301.scaffolds_1_433	2.4.2.18	-	2.4.2.-	-	1
demux_S_301.scaffolds_1_434	4.1.3.27	-	4.1.3.-	-	1
demux_S_301.scaffolds_1_435	4.1.3.27	-	4.1.3.-	-	1
demux_S_301.scaffolds_2_15	7.6.2.10	-	7.6.2.-	-	1
demux_S_301.scaffolds_2_18	6.1.1.16	-	6.1.1.-	GH27	2
demux_S_301.scaffolds_2_21	2.7.7.8|2.7.7.24|2.7.7.3|2.7.7.6	-	2.7.7.-	GH13	2
demux_S_301.scaffolds_2_29	3.5.1.88	-	3.5.1.-	-	1
demux_S_301.scaffolds_2_38	3.1.26.4	-	3.1.26.-	-	1
demux_S_301.scaffolds_2_39	3.4.21.89	-	3.4.21.-	-	1
demux_S_301.scaffolds_2_40	3.1.11.5	-	3.1.11.-	-	1
demux_S_301.scaffolds_2_41	2.7.7.7	-	2.7.7.-	-	1
demux_S_301.scaffolds_2_42	2.3.1.54	-	2.3.1.-	-	1
demux_S_301.scaffolds_2_47	1.1.1.88|1.1.1.34	-	1.1.1.-	-	1
demux_S_301.scaffolds_2_48	5.3.3.2	-	5.3.3.-	-	1
demux_S_301.scaffolds_2_55	3.4.14.11	-	3.4.14.-	-	1
demux_S_301.scaffolds_2_66	2.3.1.234	-	2.3.1.-	-	1
demux_S_301.scaffolds_2_71	6.3.1.2|6.3.1.6|6.3.4.12	-	6.3.1.-	-	1
demux_S_301.scaffolds_2_74	2.7.2.3|5.3.1.1	-	2.7.2.-	-	1
demux_S_301.scaffolds_2_77	1.2.1.12|1.2.1.13|1.2.1.59	-	1.2.1.-	-	1
demux_S_301.scaffolds_2_86	5.1.3.1	-	5.1.3.-	-	1
demux_S_301.scaffolds_2_89	2.1.1.182	-	2.1.1.-	-	1
demux_S_301.scaffolds_2_91	3.1.26.8	-	3.1.26.-	-	1
demux_S_301.scaffolds_2_97	3.1.26.5	-	3.1.26.-	-	1
demux_S_301.scaffolds_2_105	7.4.2.4	-	7.4.2.-	-	1
demux_S_301.scaffolds_2_112	6.1.1.17	-	6.1.1.-	-	1
demux_S_301.scaffolds_2_131	1.1.1.94|1.1.1.102	-	1.1.1.-	-	1
demux_S_301.scaffolds_2_132	2.7.7.9	-	2.7.7.-	GT4	2
demux_S_301.scaffolds_2_136	3.5.1.47|3.5.1.127|3.5.1.14|3.5.1.32	-	3.5.1.-	-	1
demux_S_301.scaffolds_2_137	2.3.1.89	-	2.3.1.-	-	1
demux_S_301.scaffolds_2_143	5.3.1.9	-	5.3.1.-	-	1
demux_S_301.scaffolds_2_144	3.5.4.33	-	3.5.4.-	-	1
demux_S_301.scaffolds_2_145	6.3.4.4	-	6.3.4.-	GT47	2
