Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_297.scaffolds_11_14	2.4.1.129|3.4.16.4	GT51(60-237)	2.4.1.-+3.4.16.-	GT51	3
demux_S_297.scaffolds_1_115	-	GH25(69-253)	-	GH25	2
demux_S_297.scaffolds_1_203	-	GT4(158-302)	-	GT4	2
demux_S_297.scaffolds_1_204	-	GT4(200-343)	-	GT4	2
demux_S_297.scaffolds_1_234	-	GT2(4-166)	-	GT2	2
demux_S_297.scaffolds_1_238	-	GT8(2-257)	-	GT8	2
demux_S_297.scaffolds_1_239	-	GT2(6-168)	-	GT2	2
demux_S_297.scaffolds_1_242	-	GT2(6-121)	-	GT2+GT4	2
demux_S_297.scaffolds_1_244	-	GT4(194-339)	-	GT4	2
demux_S_297.scaffolds_1_246	-	GT2(5-122)	-	GT2	2
demux_S_297.scaffolds_1_272	-	CBM41(5-100)+CBM48(137-228)+GH13_14(313-621)	-	CBM41+CBM48+GH13_14	2
demux_S_297.scaffolds_1_30	-	GT8(2-241)	-	GT8	2
demux_S_297.scaffolds_1_38	3.2.1.86	GH1(57-388)	3.2.1.-	GH1	3
demux_S_297.scaffolds_1_40	-	GT4(328-475)	-	GT4	2
demux_S_297.scaffolds_1_490	-	CE1(19-274)	-	-	1
demux_S_297.scaffolds_1_491	-	CE1(61-243)	-	-	1
demux_S_297.scaffolds_1_548	-	CE4(265-383)	-	CE4	2
demux_S_297.scaffolds_1_7	2.4.1.227	GT28(188-337)	2.4.1.-	GT28	3
demux_S_297.scaffolds_2_138	3.2.1.26	GH32(37-340)	3.2.1.-	GH32	3
demux_S_297.scaffolds_2_140	3.2.1.41|3.2.1.142	CBM41(157-256)+CBM41(268-370)+GH13_12(634-970)	3.2.1.-	CBM41+CBM48+GH13_12	3
demux_S_297.scaffolds_2_325	-	CE1(10-248)	-	-	1
demux_S_297.scaffolds_2_327	-	GH1(3-458)	-	GH1	2
demux_S_297.scaffolds_2_335	-	GH20(81-400)	-	GH20	2
demux_S_297.scaffolds_2_337	-	GH38(5-275)	-	GH38	2
demux_S_297.scaffolds_2_338	-	GH125(23-420)	-	GH125	2
demux_S_297.scaffolds_2_339	-	GH92(200-689)	-	GH92	2
demux_S_297.scaffolds_2_340	-	GH29(17-321)	-	GH29	2
demux_S_297.scaffolds_2_448	2.4.1.129|3.4.16.4	GT51(108-279)	2.4.1.-	GT51	3
demux_S_297.scaffolds_2_89	-	GH2(73-832)+CBM71(1410-1606)+CBM71(1759-1959)	-	CBM71+GH2	2
demux_S_297.scaffolds_3_112	2.4.1.18	CBM48(22-104)+GH13_9(173-471)	2.4.1.-	CBM48+GH13_9	3
demux_S_297.scaffolds_3_115	2.4.1.21	GT5(2-473)	2.4.1.-	GT5	3
demux_S_297.scaffolds_3_116	2.4.1.1	GT35(94-796)	2.4.1.-	GT35	3
demux_S_297.scaffolds_3_173	3.2.1.85|3.2.1.21	GH1(1-465)	3.2.1.-	GH1	3
demux_S_297.scaffolds_3_188	-	GH25(165-351)	-	GH25	2
demux_S_297.scaffolds_3_245	3.2.1.17	GH73(60-192)	3.2.1.-	GH73	3
demux_S_297.scaffolds_4_134	3.2.1.41|3.2.1.142	CBM68(4-95)+GH13_14(249-557)	3.2.1.-	CBM48+CBM68+GH13_14	3
demux_S_297.scaffolds_4_140	2.4.1.25	GH77(10-486)	2.4.1.-	GH77	3
demux_S_297.scaffolds_4_141	2.4.1.1	GT35(78-751)	2.4.1.-	GT35	3
demux_S_297.scaffolds_4_183	-	GT2(7-134)	-	GT2	2
demux_S_297.scaffolds_4_184	-	GT32(90-172)	-	GT32	2
demux_S_297.scaffolds_4_78	-	GH1(56-387)	-	GH1	2
demux_S_297.scaffolds_5_104	3.2.1.86	GH1(6-475)	3.2.1.-	GH1	3
demux_S_297.scaffolds_6_3	-	CE9(6-377)	-	CE9	2
demux_S_297.scaffolds_7_29	3.2.1.86	GH1(3-473)	3.2.1.-	GH1	3
demux_S_297.scaffolds_7_34	3.2.1.133|3.2.1.135|3.2.1.54	CBM34(6-126)+GH13_20(176-477)	3.2.1.-	CBM34+GH13_20	3
demux_S_297.scaffolds_7_44	3.2.1.1|3.2.1.98	GH13_5(30-372)	3.2.1.-	GH13_5	3
demux_S_297.scaffolds_7_65	-	CE4(145-274)	-	-	1
demux_S_297.scaffolds_8_36	-	GH29(5-373)	-	GH29	2
demux_S_297.scaffolds_8_64	-	CE7(7-315)	-	CE7	2
demux_S_297.scaffolds_8_78	-	GH35(10-326)	-	GH35	2
demux_S_297.scaffolds_9_40	-	GT51(102-291)	-	GT51	2
demux_S_297.scaffolds_1_6	6.3.2.9|6.3.2.10	-	6.3.2.-	-	1
demux_S_297.scaffolds_1_16	6.1.1.5	-	6.1.1.-	-	1
demux_S_297.scaffolds_1_29	1.97.1.4	-	1.97.1.-	-	1
demux_S_297.scaffolds_1_35	7.4.2.4	-	7.4.2.-	-	1
demux_S_297.scaffolds_1_44	1.15.1.1	-	1.15.1.-	-	1
demux_S_297.scaffolds_1_61	3.5.3.6	-	3.5.3.-	-	1
demux_S_297.scaffolds_1_62	2.1.3.3	-	2.1.3.-	-	1
demux_S_297.scaffolds_1_63	2.7.2.2	-	2.7.2.-	-	1
demux_S_297.scaffolds_1_67	2.4.99.17	-	2.4.99.-	-	1
demux_S_297.scaffolds_1_68	3.5.99.6	-	3.5.99.-	-	1
demux_S_297.scaffolds_1_74	5.2.1.8	-	5.2.1.-	-	1
demux_S_297.scaffolds_1_76	6.1.1.7	-	6.1.1.-	-	1
demux_S_297.scaffolds_1_88	1.4.1.1	-	1.4.1.-	-	1
demux_S_297.scaffolds_1_94	3.2.2.23|4.2.99.18	-	3.2.2.-+4.2.99.-	-	1
demux_S_297.scaffolds_1_95	2.7.1.24	-	2.7.1.-	-	1
demux_S_297.scaffolds_1_98	3.1.13.1	-	3.1.13.-	-	1
demux_S_297.scaffolds_1_107	1.8.1.7|1.8.1.12|1.8.1.16	-	1.8.1.-	-	1
demux_S_297.scaffolds_1_109	7.3.2.2|7.3.2.5|7.3.2.1	-	7.3.2.-	-	1
demux_S_297.scaffolds_1_111	6.1.1.6	-	6.1.1.-	-	1
demux_S_297.scaffolds_1_116	2.4.1.129	-	2.4.1.-	-	1
demux_S_297.scaffolds_1_117	4.1.1.31	-	4.1.1.-	-	1
demux_S_297.scaffolds_1_119	2.7.7.7	-	2.7.7.-	-	1
demux_S_297.scaffolds_1_120	2.7.1.11	-	2.7.1.-	-	1
demux_S_297.scaffolds_1_123	3.6.4.13	-	3.6.4.-	-	1
demux_S_297.scaffolds_1_130	5.3.1.26	-	5.3.1.-	-	1
demux_S_297.scaffolds_1_131	5.3.1.26|5.3.1.6	-	5.3.1.-	-	1
demux_S_297.scaffolds_1_132	2.7.1.144|2.7.1.56	-	2.7.1.-	-	1
demux_S_297.scaffolds_1_133	4.1.2.40	-	4.1.2.-	-	1
demux_S_297.scaffolds_1_136	7.2.2.3|7.2.2.10	-	7.2.2.-	-	1
demux_S_297.scaffolds_1_154	2.1.1.37	-	2.1.1.-	-	1
demux_S_297.scaffolds_1_169	2.5.1.6	-	2.5.1.-	-	1
demux_S_297.scaffolds_1_201	3.6.4.12	-	3.6.4.-	-	1
demux_S_297.scaffolds_1_202	3.6.4.12	-	3.6.4.-	-	1
demux_S_297.scaffolds_1_207	6.1.1.3	-	6.1.1.-	GH28	2
demux_S_297.scaffolds_1_212	2.7.7.85	-	2.7.7.-	-	1
demux_S_297.scaffolds_1_214	5.4.2.10	-	5.4.2.-	-	1
demux_S_297.scaffolds_1_218	3.1.3.7	-	3.1.3.-	-	1
demux_S_297.scaffolds_1_231	3.6.4.12	-	3.6.4.-	-	1
demux_S_297.scaffolds_1_233	2.5.1.49|2.5.1.47	-	2.5.1.-	-	1
demux_S_297.scaffolds_1_253	2.7.4.25	-	2.7.4.-	-	1
demux_S_297.scaffolds_1_258	2.5.1.6	-	2.5.1.-	-	1
demux_S_297.scaffolds_1_259	2.5.1.7	-	2.5.1.-	-	1
demux_S_297.scaffolds_1_270	6.5.1.2	-	6.5.1.-	-	1
demux_S_297.scaffolds_1_275	4.2.1.10	-	4.2.1.-	-	1
demux_S_297.scaffolds_1_276	1.1.1.25	-	1.1.1.-	-	1
demux_S_297.scaffolds_1_277	4.2.3.4	-	4.2.3.-	-	1
demux_S_297.scaffolds_1_278	4.2.3.5	-	4.2.3.-	-	1
demux_S_297.scaffolds_1_279	1.3.1.12|1.3.1.43	-	1.3.1.-	-	1
demux_S_297.scaffolds_1_288	2.6.1.1|2.6.1.57|2.6.1.108|2.6.1.14	-	2.6.1.-	-	1
demux_S_297.scaffolds_1_290	6.1.1.22	-	6.1.1.-	-	1
demux_S_297.scaffolds_1_293	7.6.2.2	-	7.6.2.-	-	1
demux_S_297.scaffolds_1_325	2.5.1.75|2.5.1.27|3.2.2.N1	-	2.5.1.-	-	1
demux_S_297.scaffolds_1_328	3.1.26.11	-	3.1.26.-	-	1
demux_S_297.scaffolds_1_335	3.6.3.10	-	3.6.3.-	-	1
demux_S_297.scaffolds_1_345	2.4.2.7	-	2.4.2.-	-	1
demux_S_297.scaffolds_1_346	2.3.1.31|2.3.1.46	-	2.3.1.-	-	1
demux_S_297.scaffolds_1_358	2.7.7.24	-	2.7.7.-	GT2	2
demux_S_297.scaffolds_1_360	4.2.1.46	-	4.2.1.-	-	1
demux_S_297.scaffolds_1_370	2.7.1.202	-	2.7.1.-	-	1
demux_S_297.scaffolds_1_374	1.17.1.8	-	1.17.1.-	-	1
demux_S_297.scaffolds_1_375	2.7.7.72	-	2.7.7.-	-	1
demux_S_297.scaffolds_1_380	3.4.23.36	-	3.4.23.-	-	1
demux_S_297.scaffolds_1_381	5.4.99.23	-	5.4.99.-	-	1
demux_S_297.scaffolds_1_382	3.6.5.N1	-	3.6.5.-	GH28	2
demux_S_297.scaffolds_1_399	2.1.1.228	-	2.1.1.-	-	1
demux_S_297.scaffolds_1_403	4.99.1.1	-	4.99.1.-	-	1
demux_S_297.scaffolds_1_422	2.7.9.1	-	2.7.9.-	GT1	2
demux_S_297.scaffolds_1_424	2.7.11.32|2.7.4.27	-	2.7.4.-+2.7.11.-	-	1
demux_S_297.scaffolds_1_426	2.8.1.4	-	2.8.1.-	-	1
demux_S_297.scaffolds_1_435	1.1.1.27	-	1.1.1.-	-	1
demux_S_297.scaffolds_1_436	5.99.1.3	-	5.99.1.-	-	1
