Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_207.scaffolds_10_1	-	GT4(381-499)	-	GT4	2
demux_S_207.scaffolds_10_2	-	GT2(10-122)	-	GT2	2
demux_S_207.scaffolds_10_3	-	GT2(212-468)	-	GT2	2
demux_S_207.scaffolds_14_2	-	GH43_27(4-114)	-	-	1
demux_S_207.scaffolds_1_10	-	GH109(5-163)	-	-	1
demux_S_207.scaffolds_1_1068	3.2.1.196|3.2.1.68|3.2.1.41	GH13_11(230-598)	3.2.1.-	CBM48+GH13_11	3
demux_S_207.scaffolds_1_1071	-	GH77(188-705)	-	GH77	2
demux_S_207.scaffolds_1_1078	-	GH43_10(6-276)	-	GH43_10	2
demux_S_207.scaffolds_1_1079	3.2.1.156	GH8(54-371)	3.2.1.-	GH8	3
demux_S_207.scaffolds_1_1080	-	GH120(320-409)	-	GH120	2
demux_S_207.scaffolds_1_1082	3.2.1.37|3.2.1.55|3.2.1.72	GH43_11(3-304)	3.2.1.-	GH43_11	3
demux_S_207.scaffolds_1_1088	-	GH43_27(281-489)	-	GH43_27	2
demux_S_207.scaffolds_1_146	2.4.1.227	GT28(219-391)	2.4.1.-	GT28	3
demux_S_207.scaffolds_1_209	-	GH25(47-228)	-	CBM50+GH25	2
demux_S_207.scaffolds_1_211	-	GH125(37-432)	-	GH125	2
demux_S_207.scaffolds_1_24	-	GH42(15-385)	-	GH42	2
demux_S_207.scaffolds_1_27	-	GH30_2(36-445)	-	GH30_2	2
demux_S_207.scaffolds_1_30	-	GH51(4-514)	-	GH51	2
demux_S_207.scaffolds_1_31	-	GH5_44(52-370)	-	GH5_44	2
demux_S_207.scaffolds_1_32	3.2.1.37|3.2.1.55|3.2.1.72	GH43_11(3-313)	3.2.1.-	GH43_11	3
demux_S_207.scaffolds_1_33	-	GH5_44(59-351)	-	GH5_44	2
demux_S_207.scaffolds_1_345	-	GT2(19-203)	-	GT2	2
demux_S_207.scaffolds_1_38	-	GH3(79-310)	-	GH3	2
demux_S_207.scaffolds_1_42	-	GH3(32-252)	-	GH3	2
demux_S_207.scaffolds_1_561	2.4.1.342	GT5(90-407)	2.4.1.-	GT4	3
demux_S_207.scaffolds_1_612	3.2.1.41|3.2.1.142	GH13_32(72-357)+CBM41(755-879)+CBM48(982-1069)+GH13_14(1142-1475)	3.2.1.-	CBM41+CBM48+GH13_14+GH13_32	3
demux_S_207.scaffolds_1_640	3.2.1.68	CBM48(3-92)+GH13_11(172-525)	3.2.1.-	CBM48+GH13_11	3
demux_S_207.scaffolds_1_669	2.4.1.18	GH13_9(301-601)	2.4.1.-	CBM48+GH13_9	3
demux_S_207.scaffolds_1_697	-	GH3(142-365)	-	GH3	2
demux_S_207.scaffolds_1_712	-	CE1(204-437)	-	-	1
demux_S_207.scaffolds_1_830	-	GT4(210-354)	-	GT4	2
demux_S_207.scaffolds_1_85	-	GH32(44-351)	-	GH32	2
demux_S_207.scaffolds_1_894	3.2.1.23	GH42(25-396)	3.2.1.-	GH42	3
demux_S_207.scaffolds_1_934	3.2.1.37|3.2.1.55|3.2.1.72	GH43_11(3-304)	3.2.1.-	GH43_11	3
demux_S_207.scaffolds_1_939	-	GH43_12(8-362)	-	GH43_12	2
demux_S_207.scaffolds_1_954	-	GH10(58-393)+CBM9(583-759)	-	CBM9+GH10	2
demux_S_207.scaffolds_1_955	3.2.1.156	GH8(51-369)	3.2.1.-	GH8	3
demux_S_207.scaffolds_1_971	-	GT2(45-271)	-	GT2	2
demux_S_207.scaffolds_1_973	-	GT2(5-162)	-	GT2	2
demux_S_207.scaffolds_1_980	-	GT4(285-436)	-	GT4	2
demux_S_207.scaffolds_2_140	-	GT51(105-278)	-	GT51	2
demux_S_207.scaffolds_2_141	-	GH146(13-591)	-	GH146	2
demux_S_207.scaffolds_2_145	3.2.1.55	GH43_26(4-304)	3.2.1.-	GH43_26	3
demux_S_207.scaffolds_2_147	-	GH43_27(344-677)	-	GH43_27	2
demux_S_207.scaffolds_2_148	-	GH43_4(53-396)	-	GH43_4	2
demux_S_207.scaffolds_2_149	-	GH43_4(42-401)	-	GH43_4	2
demux_S_207.scaffolds_2_178	-	GH43_29(91-441)	-	GH43_29	2
demux_S_207.scaffolds_2_179	-	GH121(13-1444)	-	GH121	2
demux_S_207.scaffolds_2_180	-	GH127(3-565)	-	GH127	2
demux_S_207.scaffolds_2_198	-	GT2(9-116)	-	GT2	2
demux_S_207.scaffolds_2_41	-	GH13_4(85-482)	-	GH13_4	2
