Gene ID	EC#	HMMER	eCAMI	DIAMOND	#ofTools
demux_S_157.scaffolds_10_101	-	CE1(40-243)	-	-	1
demux_S_157.scaffolds_10_108	-	CE4(23-125)	-	CE4	2
demux_S_157.scaffolds_10_136	3.2.1.20|3.2.1.177	GH31(375-835)	3.2.1.-	GH31	3
demux_S_157.scaffolds_10_137	-	GH2(21-647)	-	GH2	2
demux_S_157.scaffolds_10_138	3.2.1.21	GH3(60-281)	3.2.1.-	GH3	3
demux_S_157.scaffolds_10_153	-	GH2(55-496)	-	GH2	2
demux_S_157.scaffolds_10_154	-	GH2(34-611)	-	GH2	2
demux_S_157.scaffolds_10_162	-	GH97(11-648)	-	GH97	2
demux_S_157.scaffolds_10_173	-	GH78(351-856)	-	GH78	2
demux_S_157.scaffolds_10_174	-	GH92(231-706)	-	GH92	2
demux_S_157.scaffolds_10_175	-	GH130(67-377)	-	GH130	2
demux_S_157.scaffolds_10_177	-	GH92(294-771)	-	GH92	2
demux_S_157.scaffolds_10_178	-	GH92(236-740)	-	GH92	2
demux_S_157.scaffolds_10_179	-	CE1(31-258)	-	-	1
demux_S_157.scaffolds_10_186	-	CE9(8-385)	-	CE9	2
demux_S_157.scaffolds_10_194	-	GT32(27-103)	-	GT32	2
demux_S_157.scaffolds_10_56	-	GH2(387-1078)	-	GH2	2
demux_S_157.scaffolds_10_75	-	GT2(13-178)	-	GT2	2
demux_S_157.scaffolds_10_89	-	GH16_3(41-274)	-	GH16_3	2
demux_S_157.scaffolds_10_94	-	GH144(299-717)	-	GH144	2
demux_S_157.scaffolds_10_95	-	GH43_28(191-456)+CBM32(499-610)	-	GH43_28	2
demux_S_157.scaffolds_10_96	-	GH144(44-453)	-	GH144	2
demux_S_157.scaffolds_10_97	3.2.1.21	GH3(94-315)	3.2.1.-	GH3	3
demux_S_157.scaffolds_10_98	3.2.1.21	GH3(105-330)	3.2.1.-	GH3	3
demux_S_157.scaffolds_10_99	-	GH43_28(55-318)+CBM32(378-489)	-	GH43_28	2
demux_S_157.scaffolds_11_106	-	GH2(50-489)	-	GH2	2
demux_S_157.scaffolds_11_2	3.2.1.21	GH3(107-327)	3.2.1.-	GH3	3
demux_S_157.scaffolds_11_69	-	GT2(7-124)	-	GT2	2
demux_S_157.scaffolds_11_72	-	GT4(235-362)	-	GT4	2
demux_S_157.scaffolds_11_78	3.2.1.22	GH36(27-709)	3.2.1.-	GH36	3
demux_S_157.scaffolds_12_106	-	GT4(220-381)	-	GT4	2
demux_S_157.scaffolds_12_107	-	GT2(11-139)	-	GT2	2
demux_S_157.scaffolds_12_122	-	GH33(189-526)	-	GH33	2
demux_S_157.scaffolds_12_123	-	GH20(141-412)	-	GH20	2
demux_S_157.scaffolds_12_39	-	GT35(272-734)	-	GT35	2
demux_S_157.scaffolds_12_52	-	GH109(47-197)	-	-	1
demux_S_157.scaffolds_12_57	-	GH97(15-657)	-	GH97	2
demux_S_157.scaffolds_12_6	-	GH109(55-459)	-	GH109	2
demux_S_157.scaffolds_12_86	-	CE1(83-308)	-	-	1
demux_S_157.scaffolds_13_126	-	CE1(446-671)	-	-	1
demux_S_157.scaffolds_13_138	-	GT2(9-154)	-	GT2	2
demux_S_157.scaffolds_13_14	-	GT2(6-135)	-	GT2	2
demux_S_157.scaffolds_13_16	-	GT4(178-328)	-	GT4	2
demux_S_157.scaffolds_13_17	-	GT4(166-298)	-	GT4	2
demux_S_157.scaffolds_13_19	-	PL12_3(337-458)	-	PL0	2
demux_S_157.scaffolds_13_35	3.2.1.55	GH51(21-510)	3.2.1.-	GH51	3
demux_S_157.scaffolds_13_59	-	GT2(5-169)	-	GT2	2
demux_S_157.scaffolds_13_87	3.2.1.23	GH35(37-359)	3.2.1.-	GH35	3
demux_S_157.scaffolds_13_92	-	GH73(11-143)	-	GH73	2
demux_S_157.scaffolds_14_10	-	GH109(3-148)	-	-	1
demux_S_157.scaffolds_14_2	3.2.1.51	GH29(34-338)	3.2.1.-	GH29	3
demux_S_157.scaffolds_14_36	-	GT94(115-305)	-	GT4	2
demux_S_157.scaffolds_14_38	-	GT2(8-129)	-	GT2	2
demux_S_157.scaffolds_14_40	-	GT4(241-382)	-	GT4	2
demux_S_157.scaffolds_14_42	-	GT23(14-289)	-	GT23	2
demux_S_157.scaffolds_14_44	-	GT4(196-339)	-	GT4	2
demux_S_157.scaffolds_14_45	-	GT2(24-246)	-	GT2	2
demux_S_157.scaffolds_14_52	-	GH109(3-150)	-	-	1
demux_S_157.scaffolds_14_73	-	GT2(9-150)	-	GT2	2
demux_S_157.scaffolds_14_74	-	CE4(33-129)	-	-	1
demux_S_157.scaffolds_14_76	-	GT4(202-347)	-	GT4	2
demux_S_157.scaffolds_14_77	-	GT4(190-320)	-	GT4	2
demux_S_157.scaffolds_14_8	-	GH109(41-195)	-	-	1
demux_S_157.scaffolds_14_80	-	GT9(72-320)	-	GT9	2
demux_S_157.scaffolds_14_95	3.2.1.22|3.2.1.N1|3.2.1.N2	GH110(26-591)	3.2.1.-	GH110	3
demux_S_157.scaffolds_15_119	2.4.1.25	CBM20(2-83)+CBM20(140-220)+GH77(245-889)	2.4.1.-	CBM20+GH77	3
demux_S_157.scaffolds_15_32	-	GH36(26-714)	-	GH36	2
demux_S_157.scaffolds_15_61	-	GH26(36-357)	-	GH26	2
demux_S_157.scaffolds_15_62	2.4.1.281	GH130(50-361)	2.4.1.-	GH130	3
demux_S_157.scaffolds_15_72	-	GH20(173-535)	-	GH20	2
demux_S_157.scaffolds_15_76	-	GT2(6-130)	-	GT2	2
demux_S_157.scaffolds_15_80	2.4.1.180	GT26(52-217)	2.4.1.-	GT26	3
demux_S_157.scaffolds_15_83	-	GT4(178-321)	-	GT4	2
demux_S_157.scaffolds_15_84	-	CE4(67-236)	-	-	1
demux_S_157.scaffolds_15_89	-	GT4(191-338)	-	GT4	2
demux_S_157.scaffolds_16_110	-	GH3(101-325)	-	GH3	2
demux_S_157.scaffolds_16_117	-	GH92(403-678)	-	GH92	2
demux_S_157.scaffolds_16_15	3.2.1.21	GH3(78-294)	3.2.1.-	GH3	3
demux_S_157.scaffolds_16_16	-	GH123(51-589)	-	GH123	2
demux_S_157.scaffolds_16_21	3.2.1.51	GH95(25-775)	3.2.1.-	GH95	3
demux_S_157.scaffolds_16_30	-	GH78(84-536)	-	GH78	2
demux_S_157.scaffolds_16_46	-	GH43_24(46-341)	-	GH43_24	2
demux_S_157.scaffolds_17_11	-	CBM9(54-246)	-	CBM0	2
demux_S_157.scaffolds_17_13	-	GT30(5-179)	-	GT30	2
demux_S_157.scaffolds_17_58	-	GH92(2-234)	-	GH92	2
demux_S_157.scaffolds_17_62	-	GT4(193-343)	-	GT4	2
demux_S_157.scaffolds_17_63	-	GT2(10-139)	-	GT2	2
demux_S_157.scaffolds_17_65	-	GT4(186-337)	-	GT4	2
demux_S_157.scaffolds_17_66	-	GT2(6-159)	-	GT2	2
demux_S_157.scaffolds_17_67	-	GT4(194-350)	-	GT4	2
demux_S_157.scaffolds_18_83	-	GH109(34-188)	-	-	1
demux_S_157.scaffolds_19_24	-	GH109(3-190)	-	-	1
demux_S_157.scaffolds_19_42	-	GH31(668-899)	-	GH31	2
demux_S_157.scaffolds_19_43	-	GH13(161-484)	-	GH13	2
demux_S_157.scaffolds_1_100	-	CE1(33-222)	-	-	1
demux_S_157.scaffolds_1_117	-	GH92(268-761)	-	GH92	2
demux_S_157.scaffolds_1_126	3.2.1.152	GH2(65-750)	3.2.1.-	GH2	3
demux_S_157.scaffolds_1_134	3.2.1.80	GH32(143-438)	3.2.1.-	GH32	3
demux_S_157.scaffolds_1_172	-	GH142(37-510)	-	GH142	2
demux_S_157.scaffolds_1_173	-	GH127(38-548)	-	GH127	2
demux_S_157.scaffolds_1_174	-	GH127(325-556)	-	CBM66	2
demux_S_157.scaffolds_1_217	-	GH2(15-625)	-	GH0	2
demux_S_157.scaffolds_1_266	-	GT1(56-409)	-	GT1	2
demux_S_157.scaffolds_1_290	-	GH92(218-706)	-	GH92	2
demux_S_157.scaffolds_1_56	-	CBM62(425-522)+CBM62(528-592)	-	CBM62	2
demux_S_157.scaffolds_21_38	-	GT2(9-194)	-	GT2	2
demux_S_157.scaffolds_21_4	-	GT8(3-245)	-	GT8	2
demux_S_157.scaffolds_21_51	-	GH20(72-331)	-	GH20	2
demux_S_157.scaffolds_21_57	-	GH2(18-699)	-	GH2	2
demux_S_157.scaffolds_21_7	-	GT27(9-242)	-	GT2	2
demux_S_157.scaffolds_21_8	-	GT4(195-333)	-	GT4	2
demux_S_157.scaffolds_22_24	-	GT51(63-243)	-	GT51	2
demux_S_157.scaffolds_22_3	-	CBM67(42-214)+GH78(278-784)	-	CBM67+GH78	2
demux_S_157.scaffolds_22_42	-	CE14(6-118)	-	-	1
demux_S_157.scaffolds_22_55	-	GT4(202-351)	-	GT4	2
demux_S_157.scaffolds_23_13	-	GH97(15-661)	-	GH97	2
demux_S_157.scaffolds_23_20	2.4.1.129	GT51(57-222)	2.4.1.-	GT51	3
demux_S_157.scaffolds_24_32	-	GH24(43-168)	-	GH24	2
demux_S_157.scaffolds_25_24	-	GT2(11-164)	-	GT2	2
demux_S_157.scaffolds_25_32	-	GT4(213-362)	-	GT4	2
demux_S_157.scaffolds_26_20	-	GH92(219-739)	-	GH92	2
demux_S_157.scaffolds_26_21	-	GH92(248-740)	-	GH92	2
demux_S_157.scaffolds_26_22	-	GH92(240-747)	-	GH92	2
demux_S_157.scaffolds_2_1	-	GH73(14-144)	-	GH73	2
demux_S_157.scaffolds_2_104	-	GH51(179-653)	-	GH51	2
demux_S_157.scaffolds_2_141	-	GH2(27-615)	-	GH2	2
demux_S_157.scaffolds_2_170	2.4.1.11	GT3(13-354)	2.4.1.-	GT3	3
demux_S_157.scaffolds_2_171	-	GT35(124-692)	-	GT35	2
demux_S_157.scaffolds_2_173	-	CE1(145-384)	-	CE0	2
demux_S_157.scaffolds_2_212	-	GH109(42-197)	-	-	1
demux_S_157.scaffolds_2_215	-	GH109(36-187)	-	-	1
demux_S_157.scaffolds_2_262	-	GH73(40-168)	-	CBM50+GH73	2
demux_S_157.scaffolds_2_267	4.2.1.59|3.5.1.108	CE11(4-224)	3.5.1.-+4.2.1.-	CE11	3
demux_S_157.scaffolds_2_310	-	GH43_8(27-302)	-	GH43_8	2
demux_S_157.scaffolds_2_315	-	GH92(235-740)	-	GH92	2
demux_S_157.scaffolds_3_105	-	GT19(4-358)	-	GT19	2
demux_S_157.scaffolds_3_178	-	GH23(127-260)	-	CBM50+GH23	2
demux_S_157.scaffolds_3_202	-	GH20(155-509)	-	GH20	2
demux_S_157.scaffolds_3_236	2.4.1.227	GT28(193-352)	2.4.1.-	GT28	3
demux_S_157.scaffolds_3_256	-	GH28(60-381)	-	GH28	2
demux_S_157.scaffolds_3_257	-	GH140(21-269)+GH140(298-464)	-	GH140	2
demux_S_157.scaffolds_3_4	-	GH92(245-750)	-	GH92	2
demux_S_157.scaffolds_3_51	-	CE1(157-393)	-	CE0	2
demux_S_157.scaffolds_3_94	-	GH109(38-191)	-	-	1
demux_S_157.scaffolds_4_106	-	GH20(122-472)	-	GH20	2
demux_S_157.scaffolds_4_107	-	GH92(256-745)	-	GH92	2
demux_S_157.scaffolds_4_111	3.2.1.41|3.2.1.142	GH13_14(198-523)	3.2.1.-	GH13_14	3
demux_S_157.scaffolds_4_12	-	GT32(21-95)	-	GT32	2
demux_S_157.scaffolds_4_13	-	GT2(5-156)	-	-	1
demux_S_157.scaffolds_4_17	-	GT11(2-299)	-	GT11	2
demux_S_157.scaffolds_4_20	-	GT2(6-150)	-	GT2	2
demux_S_157.scaffolds_4_215	-	GH23(97-234)	-	GH23	2
demux_S_157.scaffolds_4_248	-	GT83(17-477)	-	-	1
demux_S_157.scaffolds_4_259	3.2.1.10|3.2.1.70|3.2.1.1|3.2.1.93|3.2.1.20	GH13_31(43-390)	3.2.1.-	GH13_31	3
demux_S_157.scaffolds_4_260	3.2.1.1|3.2.1.98	GH13_5(30-370)	3.2.1.-	GH13_5	3
demux_S_157.scaffolds_4_261	-	GT51(124-282)	-	GT51	2
demux_S_157.scaffolds_4_76	2.4.1.320|2.4.1.319	GH130(27-327)	2.4.1.-	GH130	3
demux_S_157.scaffolds_5_128	-	GH171(44-388)	-	GH171	2
demux_S_157.scaffolds_5_185	-	GH13_38(36-402)	-	GH13_38	2
demux_S_157.scaffolds_5_198	-	GH30_2(53-473)	-	GH30_2	2
demux_S_157.scaffolds_5_229	-	GT2(6-172)	-	GT2	2
demux_S_157.scaffolds_5_240	-	GH109(68-241)	-	GH0	2
demux_S_157.scaffolds_5_265	3.2.1.28	GH15(221-582)	3.2.1.-	GH15	3
demux_S_157.scaffolds_5_266	2.4.1.15|2.4.1.347|3.1.3.12	GT20(2-458)	2.4.1.-	GT20	3
demux_S_157.scaffolds_5_284	-	GT2(246-379)	-	GT2	2
demux_S_157.scaffolds_5_51	-	CE4(4-140)	-	-	1
demux_S_157.scaffolds_6_175	-	GH23(302-459)	-	GH23	2
demux_S_157.scaffolds_6_217	3.2.1.23	GH2(46-906)	3.2.1.-	GH2	3
demux_S_157.scaffolds_6_220	-	CE19(52-191)	-	-	1
demux_S_157.scaffolds_6_5	-	CE7(124-420)	-	CE7	2
demux_S_157.scaffolds_6_65	-	GT51(434-583)	-	GT51	2
demux_S_157.scaffolds_7_100	-	CE9(6-378)	-	CE9	2
demux_S_157.scaffolds_7_114	-	GH38(47-195)	-	GH38	2
demux_S_157.scaffolds_7_192	-	GT8(15-230)	-	-	1
demux_S_157.scaffolds_7_195	-	GT2(8-130)	-	-	1
demux_S_157.scaffolds_7_197	-	GT2(7-134)	-	GT2	2
demux_S_157.scaffolds_7_252	-	GH125(78-477)	-	GH125	2
demux_S_157.scaffolds_7_41	-	GT2(4-154)	-	GT2	2
